SESSION_ID,politics,Harmed,Unnat,Friend,Duties,Rights,Group,Loyalty,Violence,Desires,Profiting,Decency,Unfair,Interests,Weak,Author,Uplifting,Rank,Emotionally,Traditions,Treated,Betray,Respect,Slap,Heritage,Chastity,Romantic,Revolting,Wellbeing,Compassion,Line,Kill,Grouploy,Govharm,Sexroles,Soldier,Sin,Justice,Wrongdisgust,Fairly,Kidrespect,education,income2,gender,Age,TerrorRev,BrotherRev
395491,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,29,,
420686,-2,,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,3,5,5,6,4,5,1,1,1,5,1,4,4,9,2,1,27,5,4
395693,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,65,,
397734,-2,,,,,,,,,,,,,,,,,,,,,,,6,3,4,3,1,2,6,5,5,4,5,1,1,1,5,1,6,5,9,2,1,57,5,3
420260,-2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,1,5,6,5,2,2,3,1,2,5,2,6,4,9,2,1,50,6,4
397057,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,58,,
423947,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,49,,
396672,-2,,,,,,,,,,,,,,,,,,,,,,,6,2,4,1,1,1,6,4,5,2,3,1,6,1,6,3,5,5,9,3,-1,38,6,2
422551,-2,,,,,,,,,,,,,,,,,,,,,,,6,4,5,2,3,2,6,6,3,4,5,4,3,2,6,2,5,4,9,3,1,35,5,3
419567,-2,,,,,,,,,,,,,,,,,,,,,,,5,3,6,1,2,2,5,6,6,3,3,4,2,3,5,3,3,4,9,3,1,30,5,3
396784,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,-1,29,,
398386,-2,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,2,6,6,6,4,4,4,1,1,6,2,6,4,9,3,1,37,1,1
420469,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1,51,,
422700,-2,,,,,,,,,,,,,,,,,,,,,,,2,6,1,2,1,5,3,3,1,1,4,3,6,1,5,1,5,5,9,4,-1,62,6,2
424135,-2,,,,,,,,,,,,,,,,,,,,,,,5,4,4,1,1,1,5,4,5,3,5,2,1,1,5,1,6,5,9,4,1,37,3,3
422970,-2,,,,,,,,,,,,,,,,,,,,,,,4,3,6,3,1,1,6,1,3,1,2,2,4,1,5,1,5,5,9,4,1,38,4,1
420789,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,-1,62,,
398657,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1,46,,
424160,-2,,,,,,,,,,,,,,,,,,,,,,,5,2,5,1,2,2,6,6,6,2,4,1,2,1,6,1,5,5,9,4,1,41,2,5
423266,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,-1,36,,
397631,-2,,,,,,,,,,,,,,,,,,,,,,,6,4,5,2,2,2,5,5,5,4,2,2,5,1,4,2,4,5,9,4,-1,54,5,5
396533,-2,,,,,,,,,,,,,,,,,,,,,,,5,2,3,3,1,1,6,4,5,4,4,3,2,2,3,3,4,4,9,4,1,33,5,3
418368,-2,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,1,1,6,6,2,2,5,2,4,1,6,1,6,5,9,4,1,52,6,1
420983,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1,43,,
418912,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,-1,32,,
423109,-2,,,,,,,,,,,,,,,,,,,,,,,6,4,5,2,5,4,6,6,5,5,5,4,3,3,5,6,5,4,9,4,1,48,2,2
395512,-2,,,,,,,,,,,,,,,,,,,,,,,6,2,4,4,1,1,4,6,6,1,2,2,2,1,5,1,6,5,9,5,1,33,6,4
422582,-2,,,,,,,,,,,,,,,,,,,,,,,5,2,5,2,2,5,5,5,5,2,5,2,1,1,6,4,3,5,10,5,1,32,6,5
397558,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,1,56,,
418146,-2,,,,,,,,,,,,,,,,,,,,,,,5,1,5,5,1,2,3,2,2,1,1,1,3,1,6,1,2,5,10,5,1,30,4,6
418464,-2,6,2,4,5,5,5,5,6,5,2,3,5,4,5,5,6,5,5,2,4,3,3,6,3,5,2,2,1,5,6,2,2,2,4,4,1,6,2,5,5,11,4,-1,30,3,4
398789,-2,,,,,,,,,,,,,,,,,,,,,,,6,4,2,2,4,5,5,5,4,4,5,3,5,2,5,2,4,5,12,2,-1,29,3,3
423363,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,-1,29,,
398371,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,1,58,,
421898,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,-1,41,,
398369,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,1,59,,
423080,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,1,37,,
416984,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,-1,56,,
418850,-2,,,,,,,,,,,,,,,,,,,,,,,5,4,4,1,2,2,5,5,3,4,6,1,5,1,6,1,6,6,13,4,-1,47,6,4
422362,-2,,,,,,,,,,,,,,,,,,,,,,,4,2,5,5,4,4,4,5,6,4,5,5,3,1,5,5,6,5,13,,-1,19,3,4
423971,-2,,,,,,,,,,,,,,,,,,,,,,,4,5,5,2,3,3,4,4,6,3,6,4,5,2,6,2,6,6,14,2,1,26,6,6
397121,-2,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,3,3,4,2,5,3,4,3,4,3,5,2,5,4,14,2,1,26,5,4
417671,-2,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,6,6,6,1,5,2,1,1,6,1,6,2,14,4,-1,59,6,6
398358,-2,,,,,,,,,,,,,,,,,,,,,,,6,3,4,1,2,2,5,3,6,1,2,3,5,1,6,2,5,5,14,4,-1,46,6,1
422760,-2,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,3,3,4,5,3,3,5,5,3,1,5,2,3,5,14,5,1,46,3,4
396512,-2,6,4,5,6,6,5,5,4,4,5,5,6,4,6,6,6,4,6,5,6,5,4,6,5,4,6,4,1,6,2,5,6,6,5,6,5,6,5,6,5,,,-1,22,6,6
396159,-2,6,6,5,6,6,5,2,6,3,1,1,3,2,4,6,4,1,6,6,6,1,5,6,5,3,1,3,1,6,4,6,5,3,4,6,3,6,1,6,6,3,1,-1,30,6,1
399117,-2,6,2,3,2,6,4,2,6,4,6,4,5,4,5,4,2,3,5,2,6,3,3,,,,,,,,,,,,,,,,,,,3,1,-1,19,,
423919,-2,4,5,6,2,3,4,3,3,4,2,4,3,3,4,4,2,2,4,2,4,3,3,5,4,5,1,5,4,5,2,5,2,5,6,2,2,4,4,4,4,3,1,1,24,3,3
395844,-2,3,4,5,6,4,2,6,4,4,3,1,2,5,4,6,4,4,1,1,2,6,4,,,,,,,,,,,,,,,,,,,3,1,-1,17,,
422213,-2,5,3,4,4,4,5,5,3,2,5,6,5,3,3,3,2,2,5,2,3,5,4,,,,,,,,,,,,,,,,,,,3,2,-1,19,,
396366,-2,6,1,1,6,6,6,6,6,1,4,1,5,1,5,5,6,6,4,5,6,3,1,4,1,1,3,1,1,6,4,1,1,6,2,1,1,6,1,6,1,3,2,-1,19,6,6
420218,-2,6,4,4,2,5,3,4,4,4,6,3,5,3,4,3,3,4,4,3,3,3,4,5,3,4,4,2,3,6,5,6,4,5,4,2,3,6,1,6,5,3,3,1,19,5,5
420720,-2,5,4,2,2,3,1,1,6,1,2,1,3,3,2,2,3,1,4,1,4,2,1,6,4,4,3,3,2,5,2,6,2,5,1,1,1,6,1,6,5,3,3,1,16,6,3
398691,-2,6,3,2,2,6,2,2,5,2,5,3,3,2,3,2,4,1,3,2,6,3,3,5,1,3,1,4,1,5,4,3,2,5,1,4,1,5,2,6,4,3,3,1,17,6,4
421236,-2,6,5,2,1,6,5,3,6,6,5,2,5,5,5,5,5,1,5,2,6,4,1,6,2,5,6,5,2,5,2,5,1,6,2,5,1,6,1,6,1,3,4,-1,17,6,4
420174,-2,2,6,6,4,3,1,6,4,6,1,3,1,2,6,6,4,2,4,2,3,6,6,,,,,,,,,,,,,,,,,,,3,4,1,24,,
422694,-2,5,4,4,4,6,6,4,4,3,3,3,6,5,6,6,5,1,3,2,4,4,4,,,,,,,,,,,,,,,,,,,3,5,1,17,,
398634,-2,5,4,5,4,5,5,3,6,4,3,3,5,3,6,3,4,4,6,3,5,4,3,,,,,,,,,,,,,,,,,,,3,,1,19,,
419515,-2,5,5,5,5,6,6,4,6,2,1,2,5,2,4,6,4,4,4,4,6,4,5,,,,,,,,,,,,,,,,,,,3,,1,18,,
397070,-2,6,1,6,5,6,3,5,6,1,6,5,6,3,5,6,6,1,6,3,6,6,6,,,,,,,,,,,,,,,,,,,3,,-1,17,,
395797,-2,6,4,6,6,6,5,6,6,3,5,1,4,1,3,4,4,5,6,1,4,6,5,5,1,1,6,4,2,5,1,5,4,6,2,2,1,6,6,5,6,3,,1,17,4,6
396399,-2,2,2,6,6,3,5,6,1,1,2,3,1,4,3,6,4,1,2,1,3,6,6,3,2,5,6,4,4,5,4,6,2,6,3,5,3,6,5,6,5,3,,-1,19,5,4
420459,-2,4,3,3,4,4,3,3,4,3,2,2,4,2,3,3,2,3,4,2,4,3,3,,,,,,,,,,,,,,,,,,,3,,1,15,,
397028,-2,6,5,3,4,6,2,4,6,3,1,1,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,3,,1,16,,
398793,-2,5,3,5,2,5,4,3,4,2,4,2,4,3,3,4,2,1,4,1,5,3,2,,,,,,,,,,,,,,,,,,,3,,-1,21,,
397401,-2,6,4,5,5,6,3,5,6,6,5,3,3,3,5,4,3,2,2,3,4,5,3,,,,,,,,,,,,,,,,,,,4,1,-1,22,,
423785,-2,5,4,1,,6,1,2,1,5,1,1,6,4,4,3,3,3,5,3,3,6,4,6,3,5,1,1,1,6,5,5,1,6,1,5,1,6,1,6,4,4,1,-1,62,6,6
397749,-2,6,3,1,6,6,6,3,6,5,5,5,6,6,6,6,3,3,6,6,6,6,6,6,6,6,2,6,3,6,6,6,1,6,4,5,2,6,3,6,6,4,1,1,67,2,1
421957,-2,5,1,1,6,6,6,6,1,1,6,2,1,6,6,6,6,6,4,6,6,6,6,1,6,1,1,1,1,5,1,4,6,6,5,6,1,6,2,6,6,4,1,-1,27,1,6
421490,-2,6,4,3,3,5,5,4,6,3,4,4,5,4,4,5,4,5,4,3,5,3,4,,,,,,,,,,,,,,,,,,,4,3,1,19,,
424191,-2,6,5,4,6,6,3,6,6,2,5,6,6,5,6,6,6,2,6,6,6,3,4,4,5,6,1,5,2,6,5,6,1,6,3,4,2,6,5,6,6,4,4,-1,41,3,1
424136,-2,3,1,1,6,6,1,1,6,1,2,1,6,1,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,4,4,-1,56,,
397131,-2,6,4,6,5,6,4,3,5,4,4,1,5,4,4,4,4,2,3,3,6,2,1,,,,,,,,,,,,,,,,,,,4,4,1,18,,
398856,-2,4,5,4,3,4,4,4,5,4,4,2,4,4,3,3,5,4,6,4,5,4,4,2,2,1,4,4,3,4,2,6,2,2,1,3,1,2,2,6,2,4,5,-1,18,6,5
420901,-2,6,4,5,5,6,5,5,6,4,6,2,5,5,5,4,4,2,5,2,5,4,4,,,,,,,,,,,,,,,,,,,4,5,1,18,,
421726,-2,6,5,5,5,6,5,3,6,4,5,6,6,6,6,5,4,2,5,5,6,6,6,,,,,,,,,,,,,,,,,,,4,,-1,19,,
416937,-2,5,2,3,4,5,2,5,4,3,3,3,4,2,4,2,2,1,6,3,5,2,3,6,5,2,3,3,2,5,2,5,3,6,1,5,2,6,3,6,5,4,,1,17,5,6
421377,-2,6,5,4,5,6,5,5,6,6,6,5,5,5,5,5,2,4,4,2,4,5,4,2,3,1,4,4,3,2,2,5,6,4,3,5,3,5,3,2,6,4,,1,19,6,6
396492,-2,5,5,3,5,5,5,4,4,5,4,5,6,5,4,6,4,2,4,3,5,4,4,,,,,,,,,,,,,,,,,,,4,,1,20,,
398602,-2,6,3,4,3,6,4,4,6,1,6,4,5,5,4,5,3,1,3,3,5,3,3,,,,,,,,,,,,,,,,,,,5,,-1,19,,
423341,-2,4,4,1,3,6,1,5,5,4,3,2,6,3,3,4,4,4,3,2,4,6,6,6,6,6,5,5,5,3,5,3,6,5,5,6,6,5,5,3,6,5,1,1,21,2,2
419301,-2,4,6,4,4,6,4,4,4,5,3,5,3,5,5,6,5,5,6,3,1,6,4,4,3,1,1,6,1,5,3,1,5,6,1,5,1,6,4,,1,5,1,1,22,1,1
396458,-2,6,6,6,4,6,6,5,6,5,4,6,6,4,6,4,5,6,6,3,4,5,6,1,5,1,1,4,6,5,1,2,2,6,5,2,5,4,5,6,6,5,1,1,45,3,3
423026,-2,6,2,1,1,3,3,1,6,6,1,4,3,3,4,5,4,4,5,2,4,4,1,,,,,,,,,,,,,,,,,,,5,1,1,56,,
422958,-2,6,6,6,4,5,4,5,6,5,3,5,6,6,4,5,5,3,6,4,5,6,5,,,,,,,,,,,,,,,,,,,5,1,1,22,,
396230,-2,6,6,3,4,5,3,4,6,3,3,3,6,6,6,6,5,4,6,2,4,4,4,,,,,,,,,,,,,,,,,,,5,1,1,20,,
417319,-2,6,5,3,2,6,1,3,6,2,4,3,3,2,5,4,5,1,6,1,6,3,4,6,1,3,1,1,1,6,1,6,3,4,3,4,3,5,2,5,6,5,1,1,20,3,3
397240,-2,6,4,4,4,4,5,5,5,4,2,2,5,4,4,4,5,3,5,3,5,5,4,,,,,,,,,,,,,,,,,,,5,1,1,20,,
420154,-2,4,2,3,4,5,3,2,4,4,4,2,4,2,3,3,4,3,4,2,4,2,2,5,4,2,2,4,2,3,2,4,2,3,1,3,3,4,1,3,3,5,1,-1,22,5,3
420178,-2,6,2,5,2,5,4,4,5,2,4,1,4,3,5,3,3,2,3,2,5,4,3,,,,,,,,,,,,,,,,,,,5,1,1,20,,
423652,-2,4,1,6,4,4,6,2,4,2,1,1,4,4,4,5,5,1,3,1,3,3,1,,,,,,,,,,,,,,,,,,,5,1,-1,32,,
419697,-2,6,4,5,4,5,2,6,6,5,5,4,6,3,5,6,2,2,6,4,5,6,3,5,4,3,4,1,3,6,4,5,3,6,5,4,2,6,5,6,4,5,1,-1,23,3,2
422379,-2,6,6,1,1,6,4,1,6,1,3,1,6,6,4,6,2,1,6,6,6,6,6,,,,,,,,,,,,,,,,,,,5,1,-1,20,,
396521,-2,6,2,5,2,6,5,2,6,5,5,2,6,6,5,3,5,2,6,2,6,3,3,6,2,2,2,3,4,5,6,5,5,4,2,2,2,6,2,5,2,5,1,-1,19,3,3
396514,-2,2,4,2,5,6,2,2,4,2,5,4,5,3,3,4,4,2,4,2,4,2,2,,,,,,,,,,,,,,,,,,,5,1,1,31,,
421738,-2,6,4,5,4,6,5,5,4,2,5,4,6,6,5,6,3,2,6,2,5,6,4,,,,,,,,,,,,,,,,,,,5,1,1,20,,
397488,-2,5,4,2,2,5,4,2,5,2,3,2,4,3,2,2,2,1,3,2,4,2,2,,,,,,,,,,,,,,,,,,,5,2,1,33,,
395508,-2,4,4,5,5,6,5,2,5,4,6,2,6,4,4,3,2,3,2,2,6,4,5,,,,,,,,,,,,,,,,,,,5,2,1,36,,
424122,-2,6,4,2,5,6,2,2,6,4,1,2,6,6,5,5,6,1,2,1,6,6,3,,,,,,,,,,,,,,,,,,,5,2,-1,34,,
395983,-2,6,3,4,5,6,4,1,6,4,4,1,6,2,6,6,1,3,4,2,6,3,5,,,,,,,,,,,,,,,,,,,5,2,1,29,,
399130,-2,6,6,1,6,6,6,4,6,4,4,4,6,4,6,4,4,4,6,3,6,4,4,,,,,,,,,,,,,,,,,,,5,2,1,20,,
417499,-2,6,3,1,5,6,1,5,6,4,3,3,5,5,6,3,5,3,6,4,6,5,4,,,,,,,,,,,,,,,,,,,5,2,1,28,,
397735,-2,6,6,2,5,4,3,3,6,5,4,5,5,5,4,5,5,5,6,4,5,4,3,,,,,,,,,,,,,,,,,,,5,2,1,56,,
395346,-2,6,3,5,4,6,4,5,5,3,4,3,4,4,4,5,5,2,5,1,6,5,2,5,3,1,3,2,1,5,3,2,2,4,1,1,2,5,2,5,4,5,2,-1,22,5,4
396648,-2,6,4,5,5,6,3,4,5,2,6,3,6,5,5,5,3,2,6,3,5,4,3,5,2,2,2,1,1,5,4,3,1,6,1,3,1,6,2,6,5,5,2,1,30,5,1
419338,-2,3,3,6,5,5,2,3,4,3,5,1,5,3,3,4,2,3,2,2,4,3,2,1,3,3,6,1,3,3,4,2,1,4,4,4,1,4,5,4,3,5,2,1,29,3,4
398697,-2,6,2,4,3,6,4,3,6,2,5,3,6,3,5,3,3,2,6,2,4,2,3,6,2,2,2,1,2,5,6,5,4,5,2,2,1,6,1,5,4,5,2,1,19,5,3
397126,-2,4,6,3,6,2,4,6,5,6,3,1,6,6,6,5,5,1,5,6,4,6,6,1,6,3,5,6,6,2,6,4,2,1,6,6,1,2,1,5,6,5,3,1,57,1,6
422001,-2,5,5,5,3,3,5,5,5,3,2,3,4,3,4,4,2,2,5,4,4,4,5,,,,,,,,,,,,,,,,,,,5,3,1,20,,
422940,-2,6,6,6,3,5,5,5,6,3,5,2,5,5,6,6,3,3,5,2,5,5,6,4,4,3,1,6,2,6,4,4,3,5,4,2,3,5,3,6,4,5,3,1,29,6,3
396304,-2,6,4,4,4,3,5,4,6,3,3,4,5,3,5,5,3,1,6,4,3,5,3,,,,,,,,,,,,,,,,,,,5,3,1,63,,
417580,-2,6,5,2,4,5,2,4,5,4,4,3,3,5,4,5,4,5,6,3,5,4,4,,,,,,,,,,,,,,,,,,,5,3,-1,27,,
419040,-2,6,2,1,3,6,3,2,4,3,4,2,6,4,4,2,4,1,4,4,4,5,4,,,,,,,,,,,,,,,,,,,5,3,-1,35,,
395679,-2,5,2,5,2,6,2,5,5,2,3,1,6,4,5,5,5,1,5,1,6,3,1,,,,,,,,,,,,,,,,,,,5,3,-1,29,,
398470,-2,6,1,3,6,6,6,1,4,1,6,1,6,5,6,6,1,1,4,1,6,5,6,,,,,,,,,,,,,,,,,,,5,3,-1,26,,
421947,-2,6,2,6,4,6,1,3,6,3,2,3,4,6,6,6,6,1,4,1,6,2,4,5,1,4,3,2,1,6,6,1,1,5,1,2,2,6,2,6,3,5,3,1,20,6,5
399219,-2,6,4,6,5,6,5,6,6,4,5,6,6,6,6,6,5,1,6,3,5,5,5,,,,,,,,,,,,,,,,,,,5,3,1,19,,
420259,-2,6,2,1,4,6,3,5,6,4,5,2,6,4,6,4,3,5,6,2,6,4,2,6,2,2,3,1,1,5,6,6,4,5,1,1,1,6,2,6,4,5,3,1,20,6,4
424263,-2,6,2,3,2,6,2,5,5,3,5,4,3,2,5,5,5,2,4,2,6,3,2,4,2,2,4,5,1,5,5,3,5,5,2,3,2,5,4,5,4,5,4,-1,20,6,6
398749,-2,5,3,3,4,5,1,2,5,5,2,2,4,4,5,4,2,3,2,2,3,1,3,,,,,,,,,,,,,,,,,,,5,4,-1,32,,
419694,-2,3,4,5,4,5,5,5,5,4,3,4,5,5,2,3,3,4,4,4,5,5,5,5,5,6,1,5,2,3,5,2,2,4,1,3,1,6,1,6,6,5,4,1,37,4,1
422421,-2,6,2,4,2,4,4,4,6,4,2,6,4,5,6,5,6,2,4,4,2,5,2,3,5,4,6,4,3,6,2,2,2,3,4,4,1,6,1,5,4,5,4,-1,52,6,6
397389,-2,6,1,1,5,6,3,2,6,3,3,1,6,6,6,6,3,1,5,3,5,3,4,,,,,,,,,,,,,,,,,,,5,4,1,31,,
396818,-2,6,6,6,3,3,3,3,6,6,6,3,4,3,5,2,4,2,5,2,4,3,3,3,2,5,5,6,6,4,5,6,2,4,2,4,1,4,6,6,5,5,4,1,25,3,2
424268,-2,6,3,4,5,3,4,5,5,2,5,2,5,5,4,5,4,5,2,2,4,5,4,3,3,2,6,3,2,5,5,5,5,3,5,6,1,6,6,5,6,5,4,-1,51,3,3
421522,-2,5,4,1,5,3,3,2,5,5,3,2,2,3,2,2,2,3,3,3,4,3,5,5,4,4,3,1,2,5,5,4,3,4,1,3,1,5,1,5,6,5,5,1,32,4,1
419349,-2,6,4,1,4,6,1,1,4,5,3,1,2,1,6,4,1,1,2,1,4,1,2,,,,,,,,,,,,,,,,,,,5,5,1,21,,
398284,-2,2,1,5,3,2,2,3,2,4,3,1,4,5,2,4,2,2,3,4,3,2,4,,,,,,,,,,,,,,,,,,,5,5,-1,20,,
421665,-2,6,4,6,4,6,6,6,6,6,4,3,4,6,2,6,4,1,6,5,6,6,6,2,5,3,2,6,4,4,4,3,2,6,1,6,4,6,1,6,6,5,,1,19,6,6
397951,-2,5,6,6,4,6,3,6,4,5,5,5,6,4,6,6,6,1,5,3,5,6,3,,,,,,,,,,,,,,,,,,,5,,-1,20,,
423799,-2,6,6,5,4,6,4,2,4,2,6,2,5,5,5,3,2,1,5,1,5,2,2,,,,,,,,,,,,,,,,,,,5,,1,21,,
398664,-2,6,4,5,4,6,4,6,6,3,3,5,5,5,5,4,4,2,4,2,3,4,2,,,,,,,,,,,,,,,,,,,5,,1,20,,
417676,-2,6,2,6,3,6,5,2,6,4,2,3,4,3,4,6,4,2,6,3,4,4,2,,,,,,,,,,,,,,,,,,,5,,1,19,,
421589,-2,6,2,4,4,3,5,3,4,4,4,6,2,3,2,2,4,2,4,2,4,3,4,,,,,,,,,,,,,,,,,,,5,,1,21,,
422302,-2,5,3,3,3,5,3,4,6,4,3,4,4,3,4,4,5,1,6,3,4,3,3,,,,,,,,,,,,,,,,,,,5,,1,21,,
398606,-2,6,4,4,4,5,5,4,5,3,3,4,5,2,5,4,3,2,5,2,4,4,2,5,3,2,1,3,3,5,2,2,4,5,4,5,2,5,5,5,2,5,,-1,19,5,4
397929,-2,4,6,6,4,6,6,6,6,6,6,4,4,5,6,6,1,2,5,4,4,3,4,,,,,,,,,,,,,,,,,,,5,,1,19,,
418999,-2,6,5,6,4,5,6,5,6,4,4,4,4,4,4,4,6,5,6,3,4,5,4,4,5,2,4,3,1,5,5,5,4,6,4,1,1,5,1,5,5,5,,1,19,6,2
418754,-2,6,5,6,3,4,6,4,6,4,4,4,4,4,5,4,3,2,4,3,5,4,3,5,6,4,1,4,3,6,6,5,4,6,2,1,2,6,6,6,5,5,,-1,21,3,4
420985,-2,2,4,5,6,6,4,4,6,5,5,3,6,4,5,5,5,2,3,3,4,5,3,5,5,4,6,5,2,4,5,4,1,5,5,2,1,6,4,5,5,5,,1,66,2,2
422445,-2,6,2,3,4,6,2,4,5,3,6,2,6,3,5,5,2,2,5,1,6,4,1,4,1,1,3,1,4,2,5,4,2,3,4,2,1,6,1,5,1,5,,-1,23,6,5
417843,-2,6,6,2,5,6,1,3,6,4,3,4,4,4,5,5,5,3,3,2,6,4,3,5,4,6,3,5,2,5,2,6,1,6,2,2,1,5,2,5,6,5,,1,23,4,1
395367,-2,4,1,3,4,5,6,4,3,5,6,2,6,4,6,6,6,3,5,3,5,5,3,,,,,,,,,,,,,,,,,,,5,,1,21,,
395310,-2,5,4,2,3,6,2,4,5,3,2,2,4,3,4,3,4,3,4,2,4,3,3,5,2,2,3,3,2,5,4,4,3,4,1,1,1,6,4,4,3,5,,1,22,5,3
398308,-2,6,4,5,4,4,4,4,5,4,4,2,6,4,6,2,2,2,6,2,6,3,2,6,3,3,2,4,2,6,4,5,2,4,4,4,2,5,2,5,5,5,,1,20,4,5
398609,-2,6,3,4,3,6,3,5,6,3,4,2,5,3,1,4,2,3,5,3,4,3,4,,,,,,,,,,,,,,,,,,,6,1,1,24,,
396762,-2,4,6,2,4,6,2,2,6,4,3,3,2,4,3,4,4,2,6,3,4,2,4,,,,,,,,,,,,,,,,,,,6,1,1,23,,
423356,-2,6,6,4,5,6,1,1,6,6,3,6,6,1,4,5,4,1,6,3,5,1,5,,,,,,,,,,,,,,,,,,,6,1,1,21,,
398413,-2,6,3,6,4,6,6,3,6,4,5,2,5,4,6,4,3,3,6,3,4,5,6,5,6,4,6,3,6,6,1,6,1,5,1,1,2,6,1,6,6,6,1,1,23,1,4
395432,-2,4,4,4,4,5,5,6,5,5,4,4,4,4,5,5,5,5,5,6,5,5,4,5,4,4,2,1,4,6,1,2,5,5,2,5,2,5,3,4,5,6,2,-1,62,5,5
424146,-2,6,1,1,1,6,3,2,5,2,5,2,6,3,4,5,2,3,5,2,6,1,2,3,2,5,2,1,1,5,6,2,2,3,2,6,1,6,1,5,5,6,2,-1,28,6,1
423843,-2,6,3,4,2,3,3,4,6,3,4,1,4,2,4,4,2,4,5,1,3,5,3,,,,,,,,,,,,,,,,,,,6,2,1,29,,
420007,-2,6,1,2,4,6,3,2,6,2,5,2,3,3,5,5,1,2,3,2,5,2,2,5,2,1,2,2,1,6,5,6,1,2,1,1,1,5,1,3,1,6,3,1,45,6,1
397447,-2,5,6,1,6,6,6,3,6,6,6,4,6,6,6,6,3,1,6,4,6,6,6,4,6,6,1,4,1,6,6,6,1,6,4,1,1,6,4,4,5,6,3,1,64,6,6
397113,-2,6,2,1,2,6,2,2,6,2,3,2,6,2,6,5,3,3,4,2,2,3,4,2,1,6,4,1,3,4,5,1,1,5,1,4,1,4,1,5,6,6,3,1,21,1,1
420712,-2,6,2,4,6,6,4,4,6,5,5,5,6,6,6,5,5,1,6,5,5,6,4,3,6,3,6,3,4,4,4,5,1,6,2,1,1,6,4,5,5,6,3,1,48,6,5
421444,-2,6,4,3,6,6,6,6,6,6,6,5,6,2,5,6,2,1,6,5,5,5,5,,,,,,,,,,,,,,,,,,,6,4,1,26,,
397646,-2,5,5,2,4,5,2,3,6,4,5,6,5,3,2,4,3,4,5,4,5,2,5,1,4,4,1,5,2,6,5,3,4,5,2,3,1,5,4,6,5,6,4,1,29,6,1
419949,-2,6,6,3,5,6,2,6,6,2,5,6,4,5,6,6,5,2,6,6,5,6,5,,,,,,,,,,,,,,,,,,,6,4,1,54,,
397870,-2,6,6,6,4,6,4,5,6,6,6,6,5,5,6,6,6,1,6,6,6,4,5,,,,,,,,,,,,,,,,,,,6,5,1,43,,
397574,-2,5,2,3,5,5,2,4,2,5,2,2,5,5,5,4,4,2,2,2,5,2,4,2,5,2,1,2,1,4,2,2,5,2,1,6,1,1,2,6,5,6,5,1,45,6,1
417923,-2,6,5,3,5,6,3,3,6,3,4,5,5,3,5,5,5,2,6,4,6,4,4,,,,,,,,,,,,,,,,,,,7,1,1,45,,
421041,-2,6,3,6,5,6,4,4,6,5,3,2,5,6,6,6,6,1,5,2,6,4,4,4,3,4,3,2,1,6,5,6,2,6,5,4,1,6,2,6,5,7,1,1,35,6,1
418864,-2,6,4,5,5,5,5,4,6,5,5,4,6,6,6,6,6,4,5,4,5,6,6,4,3,3,5,4,5,4,5,3,4,5,1,1,2,4,2,3,4,7,1,1,24,2,5
417691,-2,6,2,4,6,6,6,4,6,2,5,1,4,4,5,4,4,6,5,5,6,4,4,,,,,,,,,,,,,,,,,,,7,1,1,23,,
