SESHID,politics,harmed1,suffered1,violence1,differently1,rights1,unfairly1,betray1,friend1,loyalty1,rank1,duties1,respect1,disgust1,purity1,unnatural1,income2,education,gender,Age
208708,0,,,,,,,,,,,,,,,,,8,1,19
208711,0,,,,,,,,,,,,,,,,4,4,1,19
208713,0,,,,,,,,,,,,,,,,2,3,1,18
208804,0,,,,,,,,,,,,,,,,,3,-1,18
208813,0,,,,,,,,,,,,,,,,3,5,1,20
209071,0,,,,,,,,,,,,,,,,2,5,1,24
209203,0,,,,,,,,,,,,,,,,4,8,1,25
209285,0,,,,,,,,,,,,,,,,4,4,1,19
209479,0,,,,,,,,,,,,,,,,4,8,-1,32
211677,0,,,,,,,,,,,,,,,,,4,1,19
212558,0,,,,,,,,,,,,,,,,2,7,-1,30
212614,0,,,,,,,,,,,,,,,,,4,1,19
212881,0,,,,,,,,,,,,,,,,1,7,-1,32
213890,0,,,,,,,,,,,,,,,,2,4,1,40
214811,0,,,,,,,,,,,,,,,,1,4,-1,22
215353,0,,,,,,,,,,,,,,,,2,5,1,46
208712,1,,,,,,,,,,,,,,,,3,4,-1,99
208821,1,,,,,,,,,,,,,,,,,4,-1,19
209129,1,,,,,,,,,,,,,,,,4,6,-1,53
213208,1,,,,,,,,,,,,,,,,2,7,1,26
213824,1,,,,,,,,,,,,,,,,4,12,-1,65
215230,1,,,,,,,,,,,,,,,,2,3,1,16
215146,1,,,,,,,,,,,,,,,,5,3,-1,17
208623,2,,,,,,,,,,,,,,,,1,5,-1,19
208710,2,,,,,,,,,,,,,,,,,3,-1,19
208890,2,,,,,,,,,,,,,,,,4,4,-1,19
208856,2,,,,,,,,,,,,,,,,3,5,-1,19
208927,2,,,,,,,,,,,,,,,,5,7,-1,62
209099,2,,,,,,,,,,,,,,,,,8,-1,23
210838,2,,,,,,,,,,,,,,,,4,7,1,34
211366,2,,,,,,,,,,,,,,,,1,6,1,23
212632,2,,,,,,,,,,,,,,,,1,4,1,60
212943,2,,,,,,,,,,,,,,,,1,12,-1,40
213816,2,,,,,,,,,,,,,,,,3,5,1,39
213805,2,,,,,,,,,,,,,,,,3,7,-1,26
213811,2,,,,,,,,,,,,,,,,1,12,-1,28
214072,2,,,,,,,,,,,,,,,,,4,-1,18
214928,2,,,,,,,,,,,,,,,,1,6,1,45
210578,3,,,,,,,,,,,,,,,,4,,-1,60
209349,3,,,,,,,,,,,,,,,,2,6,1,28
210131,3,,,,,,,,,,,,,,,,3,5,1,39
211099,-3,6,6,6,6,6,6,4,4,4,1,3,1,3,3,6,2,9,1,46
213494,-3,4,6,3,4,5,4,3,3,4,1,4,1,1,3,3,5,8,-1,26
215444,-3,5,5,5,6,3,4,4,4,5,6,4,4,3,4,4,3,12,1,38
209341,-2,4,3,3,5,4,5,3,4,3,2,4,2,4,4,3,4,12,-1,40
209698,-2,6,5,5,4,6,6,5,2,5,4,6,4,2,3,4,,8,1,37
211176,-2,6,6,6,6,6,6,5,4,5,3,3,3,3,4,5,2,7,-1,36
211237,-2,4,6,6,5,6,5,4,6,5,4,4,2,4,4,5,2,3,1,39
212022,-2,6,4,5,6,5,5,3,3,4,2,5,5,3,2,2,4,13,-1,22
214063,-2,6,6,5,6,6,6,1,2,2,2,4,1,1,1,1,1,9,-1,42
211684,-1,6,6,6,6,6,6,6,1,4,1,6,6,6,6,6,4,4,1,30
209865,0,6,6,6,6,6,6,6,6,6,2,6,6,3,6,4,2,7,-1,25
210275,0,2,4,5,3,5,4,5,6,3,5,2,5,5,2,3,1,7,-1,40
211387,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,-1,22
211466,0,6,3,6,3,5,4,5,1,2,1,4,5,3,5,3,4,12,1,38
212484,0,6,6,6,6,6,6,6,6,5,1,5,5,6,6,6,,5,1,52
215329,0,4,6,6,5,5,4,5,5,4,5,5,4,3,5,3,4,7,-1,27
215517,0,6,6,6,6,4,4,4,1,3,1,3,4,3,3,3,4,6,1,29
210648,2,6,5,5,6,6,6,5,5,6,1,4,4,4,3,4,5,7,-1,34
209218,,6,4,6,4,6,4,4,4,3,1,4,5,4,4,4,,5,1,40
209525,,6,4,3,4,6,3,4,2,2,6,3,2,3,3,3,3,7,-1,33
211612,,5,3,3,3,6,5,2,1,3,2,5,3,3,5,5,,12,1,39
213048,,6,5,5,6,6,6,5,5,5,2,5,1,4,2,,,5,1,31
214636,-3,5,5,5,6,5,6,5,3,5,1,5,4,3,5,5,2,8,-1,38
209542,-3,6,6,6,5,5,5,5,2,4,1,3,5,3,3,4,,9,-1,23
212094,-3,6,5,5,5,5,2,4,5,2,2,4,3,3,2,4,2,12,-1,50
212114,-3,6,4,6,4,6,4,4,4,4,4,4,3,3,4,4,4,9,1,34
212496,-3,4,5,4,5,5,4,5,4,3,2,5,4,5,4,3,1,5,-1,22
210724,-2,6,6,5,5,5,5,2,4,4,1,3,1,2,3,3,,7,1,24
209478,-2,6,6,6,5,6,6,6,6,6,1,5,6,6,6,6,,3,1,92
209548,-2,5,5,4,6,5,5,2,4,4,4,4,5,4,3,5,,7,-1,23
209763,-2,2,3,4,4,4,4,3,5,2,3,3,3,2,2,2,1,4,-1,19
209804,-2,4,4,6,5,4,6,3,4,5,3,4,5,3,4,3,4,5,-1,28
210397,-2,6,6,6,6,5,6,3,1,6,1,3,6,6,4,6,3,5,-1,54
210616,-2,4,5,3,5,6,5,5,5,5,1,6,5,3,3,5,3,6,-1,25
210618,-2,6,3,5,4,5,6,3,3,3,3,4,2,2,3,4,2,7,-1,54
210807,-2,5,5,6,4,5,5,2,2,4,2,5,4,5,4,4,5,9,-1,34
211233,-2,6,5,6,6,6,6,2,6,6,1,6,3,3,5,4,3,9,-1,40
211344,-2,6,5,2,3,2,2,3,3,2,3,3,3,2,2,2,3,7,-1,51
211400,-2,5,5,5,4,4,5,4,3,5,3,4,4,2,3,3,2,9,-1,30
212293,-2,4,5,6,4,6,5,4,4,2,2,4,4,3,5,6,2,3,1,17
213057,-2,5,4,5,4,6,6,2,4,3,2,4,3,2,3,4,2,5,-1,21
213230,-2,6,6,6,6,4,6,4,1,6,1,3,4,2,2,1,3,7,1,23
213313,-2,5,5,5,5,5,3,4,4,5,2,5,4,3,4,4,2,5,1,30
213954,-2,6,5,4,5,4,4,6,5,5,4,6,5,4,4,2,1,7,-1,19
214375,-2,6,6,6,6,6,6,3,4,3,3,5,4,4,4,6,3,11,1,23
214801,-2,5,4,5,6,6,6,3,2,4,3,5,4,3,3,4,5,7,-1,34
215495,-2,5,3,4,4,4,4,3,5,4,4,3,2,4,3,5,4,5,-1,23
209952,-1,3,4,6,5,5,5,3,4,3,4,5,5,2,2,3,,7,1,22
210696,-1,5,5,6,5,6,5,5,4,5,2,5,5,5,6,4,,5,1,21
210733,-1,6,5,6,4,5,3,4,5,3,2,4,4,3,2,5,4,7,1,20
211339,-1,5,6,5,4,5,5,3,4,4,2,4,3,3,4,3,,7,1,20
212069,-1,5,5,4,3,4,4,3,6,3,2,3,2,4,4,5,4,9,-1,29
212087,-1,5,3,6,5,2,5,4,1,2,1,3,3,2,3,3,2,7,1,45
215411,-1,5,5,6,5,6,5,5,4,6,4,6,4,4,3,3,1,5,-1,42
210308,0,6,6,6,5,4,5,4,4,5,4,4,3,5,4,3,,9,1,53
210757,0,5,3,5,4,4,4,5,6,5,3,4,3,4,4,5,,5,1,35
210778,0,6,6,4,6,5,6,3,3,4,1,5,4,3,6,6,,5,1,32
210810,0,5,4,5,5,5,5,5,5,5,3,5,4,4,5,4,1,5,-1,29
210990,0,6,6,6,6,6,5,5,6,5,5,6,6,5,6,6,5,9,-1,30
211002,0,5,6,6,5,2,4,4,5,3,4,3,3,4,4,4,2,7,-1,38
211616,0,4,3,5,4,5,3,3,3,3,3,4,3,3,3,3,3,7,1,47
211830,0,6,6,5,5,6,5,5,4,5,3,5,4,5,5,5,2,7,-1,24
212199,0,6,4,6,6,6,4,4,2,4,2,3,5,1,4,6,,3,-1,37
214831,0,6,6,6,6,6,6,2,6,6,1,6,6,6,2,6,,5,1,52
215397,0,6,5,6,3,5,6,4,6,4,3,5,4,5,5,6,2,5,-1,19
215436,0,6,6,6,5,6,6,6,4,4,2,5,3,4,5,6,2,7,-1,26
209493,1,5,5,6,4,6,4,4,3,4,1,4,2,2,3,3,,7,1,20
211423,1,5,5,6,5,5,4,4,5,5,3,6,5,4,4,4,4,7,-1,28
213349,1,6,6,6,5,6,4,4,3,5,1,4,4,4,4,4,1,4,-1,18
214601,1,4,4,4,3,3,5,4,4,5,4,5,5,4,4,4,3,9,-1,40
209856,2,4,5,4,5,4,5,3,6,4,4,4,4,3,3,5,,7,1,23
211681,2,6,3,5,4,3,5,4,4,4,2,4,2,3,4,6,3,6,-1,34
214746,2,6,5,6,5,5,5,5,5,5,4,4,5,5,6,6,1,7,1,21
215499,2,6,6,5,5,6,3,3,5,2,2,4,3,3,4,3,2,5,1,18
214359,3,6,5,6,5,6,5,5,6,4,1,6,6,4,5,6,5,9,-1,37
209446,,4,5,4,3,6,5,4,6,3,4,4,1,2,4,4,,,-1,32
209473,,5,5,4,4,5,6,2,1,3,1,4,3,3,2,4,,,1,42
209585,,5,5,6,4,5,3,3,6,6,3,5,5,6,6,4,,,-1,29
209847,,6,5,6,5,6,5,4,2,5,2,5,5,5,6,6,2,5,1,52
210024,,6,1,6,6,6,6,1,1,6,1,6,1,1,1,1,4,5,-1,37
210385,,6,6,6,5,6,5,6,6,4,1,6,3,6,6,6,,4,1,19
211321,,4,4,4,4,3,4,5,6,6,3,4,4,3,5,2,,,-1,31
211645,,6,6,4,5,6,6,4,4,6,1,6,3,3,4,4,,5,-1,21
212948,,5,4,5,5,5,4,3,2,4,2,5,5,3,3,5,4,9,-1,37
212972,,6,5,6,6,6,5,3,4,2,5,2,1,1,1,4,,11,-1,41
214277,,5,5,5,6,5,6,4,5,4,3,5,4,5,6,5,3,7,1,23
214528,,4,4,6,4,6,4,2,1,2,1,3,2,2,2,4,,5,1,43
214263,-3,2,5,6,5,5,5,3,5,3,1,5,3,3,2,3,,,1,40
210747,-3,4,6,6,6,6,5,4,4,6,1,5,3,5,3,4,3,7,1,46
209703,-3,6,4,4,4,6,6,1,3,3,4,5,3,3,1,3,4,8,1,52
214455,-3,6,5,5,6,6,6,1,1,5,4,5,3,1,1,4,2,12,1,48
209161,-3,6,5,6,6,6,6,4,2,4,1,4,4,2,4,5,,5,1,21
209224,-3,6,4,4,5,6,5,3,1,1,1,3,2,1,1,1,1,7,-1,20
209234,-3,3,3,5,5,3,5,3,2,4,1,3,2,3,2,2,4,11,1,32
209461,-3,6,5,6,5,6,6,2,4,4,1,4,1,1,1,4,,5,-1,39
209567,-3,6,5,6,6,6,5,2,2,3,1,5,3,2,1,1,5,13,1,41
209634,-3,6,6,6,4,6,6,3,6,5,1,3,1,2,2,3,4,9,-1,34
209614,-3,2,4,5,6,6,6,4,4,4,2,5,1,2,1,5,4,14,-1,36
209622,-3,6,6,6,6,6,5,4,1,4,4,4,3,4,3,4,4,12,-1,55
209638,-3,4,4,6,4,6,4,3,4,4,2,5,3,6,5,2,,4,-1,43
209759,-3,6,6,5,6,6,5,5,2,4,1,5,4,2,3,2,,5,-1,21
209729,-3,2,1,2,4,3,4,2,1,2,1,1,2,1,2,1,1,9,-1,34
209816,-3,6,6,4,5,5,6,4,4,4,1,5,3,2,2,2,2,7,-1,41
209837,-3,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,4,9,-1,47
209883,-3,4,6,6,6,6,6,6,1,6,6,6,4,6,5,6,,9,1,34
210047,-3,5,6,6,6,,6,1,4,4,2,4,4,6,3,3,1,5,-1,25
210054,-3,6,6,6,6,5,6,2,5,2,1,4,2,1,1,3,2,12,1,29
210106,-3,4,6,6,6,6,6,4,6,5,6,4,3,4,3,6,,9,1,32
210111,-3,6,6,5,6,6,4,4,4,3,2,2,5,1,1,4,3,7,-1,43
210150,-3,6,6,6,6,6,6,4,2,4,1,4,4,1,3,5,1,4,1,58
210186,-3,6,6,6,6,6,6,1,6,6,1,6,1,6,6,6,1,1,-1,27
210231,-3,6,5,6,6,4,5,4,3,3,4,6,3,4,5,5,1,9,1,44
210638,-3,4,5,5,4,5,5,3,3,5,2,3,2,2,2,2,,5,-1,20
210693,-3,6,5,6,5,5,6,2,4,5,5,4,2,4,2,4,4,9,-1,38
210745,-3,5,6,6,5,5,6,3,4,4,2,4,1,4,5,5,2,7,1,37
210970,-3,6,6,6,6,5,5,4,3,5,1,3,3,1,2,4,2,9,1,28
211011,-3,6,6,6,6,6,6,5,4,3,5,5,1,2,1,1,3,8,1,47
211032,-3,5,3,4,5,5,5,4,2,3,1,4,1,2,4,5,4,13,-1,34
211162,-3,6,6,6,6,6,6,1,1,3,1,6,1,4,1,1,,9,1,60
211214,-3,6,6,6,5,6,6,5,4,5,1,4,4,2,3,4,2,7,-1,37
211392,-3,4,5,5,5,6,4,4,2,2,1,5,5,3,3,5,4,7,-1,43
211398,-3,6,6,5,6,6,5,4,6,6,5,6,5,3,4,2,1,13,1,34
211436,-3,6,5,6,6,6,6,3,3,5,1,4,3,4,4,4,3,4,1,44
211453,-3,6,6,6,6,6,6,1,6,6,1,6,3,1,1,6,2,7,-1,32
211516,-3,4,5,4,5,5,4,3,4,2,4,3,2,3,2,3,3,12,-1,51
211556,-3,6,5,5,5,6,5,4,3,3,1,5,3,2,1,4,2,7,-1,37
211568,-3,6,6,6,6,6,6,6,1,6,1,6,1,1,1,1,4,7,-1,36
211625,-3,6,6,5,4,4,4,4,3,3,6,2,5,3,2,5,4,7,-1,35
211988,-3,6,6,6,6,5,4,4,1,4,1,4,2,2,2,2,4,7,-1,39
212070,-3,6,6,6,6,6,6,2,2,5,1,4,3,2,4,2,2,5,1,35
212812,-3,4,4,6,6,6,6,4,3,4,1,5,4,4,5,5,1,12,,27
212994,-3,5,5,5,5,5,5,3,3,3,5,4,2,2,2,4,2,7,1,37
213118,-3,6,6,5,6,6,5,4,4,3,1,3,3,3,2,4,,5,-1,22
213177,-3,4,5,4,4,6,4,5,3,3,1,4,3,4,4,3,,5,-1,26
213235,-3,6,6,6,6,6,5,3,3,5,2,4,3,2,2,3,1,8,1,22
213297,-3,6,5,6,5,6,4,4,2,5,3,6,6,4,6,5,3,9,-1,43
213690,-3,4,4,6,4,5,4,3,1,4,4,3,4,4,3,4,4,7,1,43
214302,-3,5,3,6,5,6,5,1,2,2,1,2,2,1,1,1,4,3,1,43
214246,-3,6,3,6,6,6,6,3,1,3,3,2,2,3,2,4,2,4,1,68
214477,-3,6,6,5,6,6,5,4,3,3,1,4,3,2,4,4,3,7,1,37
214660,-3,6,5,6,6,6,6,4,5,2,1,4,2,2,2,6,2,9,-1,34
214853,-3,6,6,5,6,6,6,2,3,2,2,3,4,2,3,4,1,7,-1,24
214891,-3,6,4,6,4,3,5,3,1,1,1,4,2,4,3,3,5,4,-1,42
214893,-3,6,4,5,6,3,6,4,2,4,1,5,3,2,2,4,2,9,-1,26
215435,-3,6,6,6,6,6,6,3,1,3,5,4,2,3,4,6,2,7,1,30
209325,-2,3,5,5,6,6,5,4,4,2,1,6,2,2,4,2,4,12,1,41
209953,-2,5,6,5,6,5,6,4,2,4,3,5,4,4,5,5,1,7,1,22
211643,-2,6,4,5,4,5,4,4,2,2,2,3,5,2,3,2,3,9,-1,45
214492,-2,6,5,3,4,6,6,6,5,6,1,6,1,5,6,5,1,9,-1,25
212080,-2,2,5,5,4,3,3,1,1,2,1,2,2,2,2,4,4,7,-1,45
210295,-2,6,4,6,6,6,5,2,5,5,1,5,5,2,2,2,4,9,-1,33
209264,-2,6,5,6,5,5,6,5,4,5,4,5,4,2,2,5,2,7,-1,40
209301,-2,5,4,5,5,6,4,4,3,4,3,4,4,5,5,5,3,9,-1,24
209319,-2,4,4,4,4,4,5,3,4,4,3,4,3,3,5,4,4,7,-1,20
209365,-2,6,6,6,6,6,6,2,2,5,6,6,4,3,3,5,3,14,1,49
209377,-2,5,4,4,4,4,2,3,4,3,2,3,3,4,3,4,1,9,-1,22
209534,-2,6,4,5,5,6,6,4,1,4,1,5,4,1,4,6,,8,-1,23
209533,-2,6,4,5,5,6,6,2,2,4,3,5,5,2,5,4,3,9,-1,21
209543,-2,5,6,6,6,5,5,2,1,5,5,5,5,3,4,3,3,9,1,50
209632,-2,6,4,6,3,6,6,1,2,2,1,1,1,3,1,4,2,7,-1,50
209584,-2,4,6,5,5,4,5,4,3,4,4,3,5,3,4,4,5,4,-1,19
209613,-2,2,5,6,5,2,3,2,2,2,1,3,5,2,2,2,4,7,-1,58
209700,-2,2,6,6,5,3,2,2,1,1,1,1,1,2,1,2,4,9,-1,36
209727,-2,5,2,6,6,6,5,6,4,6,2,6,6,6,4,6,4,6,-1,28
209748,-2,4,4,4,4,5,5,3,4,3,2,4,4,3,4,2,3,3,-1,17
209892,-2,5,3,6,4,6,5,3,4,3,4,4,4,4,5,5,,5,1,21
209941,-2,5,4,6,5,5,5,3,2,4,1,5,3,4,4,2,3,12,-1,30
210069,-2,5,5,6,6,6,5,4,3,3,3,4,4,2,3,3,2,9,-1,26
210091,-2,6,5,6,6,6,5,4,5,4,1,4,2,5,3,4,1,7,-1,24
210238,-2,5,6,6,6,6,5,2,3,3,2,5,5,2,3,6,4,7,1,32
210245,-2,6,6,6,6,6,5,4,2,5,1,1,3,1,4,6,2,7,1,34
210553,-2,5,4,4,5,5,5,2,3,4,2,3,2,3,3,4,2,4,-1,39
210565,-2,5,2,6,6,6,1,2,4,2,1,2,1,4,1,5,3,7,-1,29
210577,-2,6,6,5,5,6,5,1,3,4,1,4,5,1,3,4,,7,-1,27
210639,-2,6,5,5,4,4,5,4,3,4,1,4,4,3,3,5,4,7,-1,43
210694,-2,6,6,6,6,6,6,1,6,4,1,6,3,2,1,6,5,13,1,26
210841,-2,6,5,3,4,5,3,6,4,6,1,6,5,4,4,5,1,7,-1,23
210801,-2,5,5,5,4,5,5,2,5,2,2,4,2,3,4,3,1,9,-1,25
210833,-2,5,5,5,5,6,5,3,4,4,2,5,5,3,4,4,3,13,-1,37
210878,-2,4,4,5,5,5,6,4,3,5,1,4,3,4,4,4,4,9,-1,29
210892,-2,5,6,6,6,5,6,5,3,5,1,4,5,3,5,4,4,7,-1,26
210983,-2,6,4,5,4,5,5,4,4,4,2,4,4,4,4,5,,9,1,42
211004,-2,4,5,5,6,6,6,2,2,4,5,4,3,3,2,3,2,9,1,29
211083,-2,4,4,4,4,5,5,3,2,3,2,5,2,1,2,1,3,7,-1,45
211106,-2,6,6,6,6,6,6,5,6,4,4,4,6,5,6,5,1,7,-1,22
211152,-2,6,6,6,6,6,3,1,2,2,1,4,4,3,3,5,5,7,-1,39
211350,-2,6,6,6,5,5,6,5,3,5,4,4,5,6,2,6,3,9,1,35
211153,-2,5,4,5,5,6,5,4,5,4,1,5,3,4,4,4,4,12,-1,37
211184,-2,6,6,6,6,6,6,4,4,6,1,6,6,6,6,6,,9,1,31
215549,-2,6,6,6,5,5,5,3,3,4,1,3,3,3,4,3,4,5,1,36
211295,-2,6,6,5,6,6,5,3,2,4,1,4,3,2,3,5,2,6,1,34
212314,-2,5,5,5,5,5,5,3,4,4,2,3,2,3,4,3,4,9,1,31
211305,-2,5,6,5,6,4,6,2,4,5,1,3,2,1,6,3,2,5,-1,24
211313,-2,3,6,6,6,6,6,1,1,6,1,3,4,1,4,1,5,7,-1,39
211369,-2,5,6,6,4,4,5,3,4,4,3,3,3,4,3,3,2,13,1,28
211382,-2,6,6,6,5,6,5,5,4,6,4,5,3,3,2,3,3,7,-1,29
211435,-2,2,5,6,4,5,5,3,1,4,4,5,1,4,4,5,5,11,-1,53
211491,-2,6,4,3,5,6,4,5,4,4,3,5,2,3,2,3,4,4,-1,43
211617,-2,6,6,6,6,6,6,2,4,3,6,6,4,4,2,6,2,7,1,41
211658,-2,6,4,5,4,3,3,2,4,3,1,3,4,4,2,3,4,7,1,29
211654,-2,4,6,6,5,5,5,4,2,4,2,5,3,2,3,3,5,9,1,39
211666,-2,4,4,5,5,5,5,3,3,4,2,5,2,2,3,4,4,9,-1,45
211799,-2,4,4,4,4,4,3,4,4,4,2,4,3,4,3,4,4,5,-1,33
211932,-2,3,5,3,5,3,5,3,1,4,1,4,3,1,1,3,,5,-1,20
212009,-2,6,5,6,5,4,6,4,1,4,2,3,5,5,5,5,,6,1,35
212030,-2,6,5,5,5,5,5,4,1,4,3,4,4,3,5,6,2,7,1,37
212109,-2,6,4,4,4,5,4,2,3,4,1,4,1,3,4,3,,7,1,44
212249,-2,6,6,6,2,4,3,3,3,4,2,4,2,3,3,3,4,9,-1,29
212275,-2,4,4,5,4,6,6,4,6,4,1,4,1,3,1,4,4,3,-1,37
212376,-2,3,3,5,6,6,2,4,1,1,1,,3,1,4,4,3,7,-1,51
212381,-2,6,6,6,6,6,6,2,4,4,1,6,5,3,1,3,,9,1,20
212817,-2,6,5,6,4,6,5,3,1,4,5,6,4,2,2,4,3,9,1,50
212911,-2,6,5,5,5,6,4,2,5,3,1,5,2,4,2,4,2,1,-1,47
213067,-2,5,5,5,5,5,5,5,2,2,3,5,5,5,2,4,3,8,1,33
213126,-2,6,6,6,5,6,5,4,3,6,1,4,3,5,4,5,,7,1,33
213732,-2,6,6,5,6,5,6,3,1,2,1,4,2,1,3,4,4,7,-1,37
213742,-2,5,5,6,4,5,5,4,2,5,4,4,4,4,3,2,2,7,-1,50
214233,-2,3,5,6,4,5,4,4,2,3,3,4,2,3,3,3,5,9,-1,50
214286,-2,6,3,5,6,5,6,4,3,4,5,5,3,3,3,5,4,7,1,29
214323,-2,5,4,4,4,5,5,5,4,5,4,4,3,5,5,5,3,4,-1,17
214442,-2,6,6,6,5,6,5,3,3,5,1,4,3,4,3,2,3,12,-1,32
214465,-2,6,6,4,5,4,5,3,4,5,1,4,4,3,2,4,3,9,1,34
215072,-2,6,5,6,5,5,4,6,4,4,3,4,2,4,5,4,5,5,-1,39
215488,-2,6,6,6,6,6,6,6,3,6,4,4,4,3,4,3,1,5,-1,18
215530,-2,6,6,6,5,5,6,3,4,3,4,3,4,3,2,5,2,9,1,28
211395,-1,5,5,5,5,5,4,2,3,2,1,4,3,3,2,5,4,12,1,31
212074,-1,5,4,5,5,4,6,2,4,4,4,4,2,3,3,4,1,9,1,41
211667,-1,4,5,6,4,4,5,4,6,5,4,5,5,5,4,5,1,7,-1,22
210602,-1,6,5,6,5,5,3,3,4,3,2,6,2,4,3,4,3,5,-1,35
209355,-1,6,5,5,5,6,5,3,4,5,3,5,4,4,5,5,1,8,-1,21
209787,-1,5,5,4,5,5,6,3,3,4,3,4,4,4,4,4,2,5,-1,23
210028,-1,6,5,6,6,6,6,4,2,5,1,5,6,4,5,5,3,8,-1,50
210242,-1,6,6,6,6,6,3,3,5,5,1,4,3,6,1,1,2,7,-1,33
210590,-1,5,4,5,4,6,4,2,4,2,2,4,4,2,3,4,4,12,1,37
210596,-1,4,4,5,5,6,3,4,5,5,2,4,3,4,2,4,,7,-1,23
210672,-1,6,6,6,5,5,6,5,5,6,3,5,4,5,4,5,,7,1,30
210681,-1,4,4,5,4,5,5,4,6,4,3,5,3,3,5,4,,7,1,22
210711,-1,5,2,3,3,1,2,2,2,2,2,3,1,1,1,2,1,4,-1,26
211485,-1,6,5,5,5,5,4,4,5,5,2,5,4,4,4,5,,9,1,31
211050,-1,6,6,6,5,5,6,5,4,3,2,4,2,2,2,4,,7,-1,49
211089,-1,6,5,6,5,6,6,6,5,6,6,5,3,3,3,3,2,7,-1,29
211222,-1,6,6,6,5,6,6,1,1,3,1,1,4,5,4,5,1,7,-1,52
211270,-1,4,4,4,4,5,5,3,3,4,4,5,4,4,5,4,2,9,1,26
211377,-1,5,3,6,6,6,5,3,3,3,2,6,3,2,3,5,4,9,-1,30
211523,-1,4,3,5,6,6,6,4,2,1,4,4,5,3,4,5,3,9,-1,38
211574,-1,6,6,6,6,6,6,4,1,3,1,6,3,4,3,3,,12,1,30
211633,-1,6,4,6,5,6,4,5,5,5,1,4,2,2,1,4,3,7,-1,32
211694,-1,6,6,6,6,6,6,4,2,5,5,5,5,3,5,6,1,5,1,22
211846,-1,3,1,6,3,6,6,4,6,3,1,4,1,6,1,3,1,7,-1,24
213007,-1,5,3,5,5,5,5,4,3,4,2,4,2,2,2,2,4,7,-1,49
213148,-1,5,4,5,4,5,5,3,4,5,2,4,2,5,5,5,,5,1,19
213213,-1,6,6,6,6,6,6,4,1,4,1,6,6,6,5,6,,7,-1,23
213596,-1,5,3,5,4,5,6,3,3,2,4,3,4,4,3,2,,5,1,20
214102,-1,4,5,5,4,4,5,2,3,5,1,3,2,3,3,2,3,7,-1,27
214346,-1,6,5,6,5,5,6,5,3,6,2,2,4,4,5,5,4,4,1,39
214642,-1,6,3,4,3,4,3,3,4,2,2,6,2,4,4,4,3,5,-1,22
214965,-1,6,5,5,5,4,5,5,4,4,5,5,3,5,6,6,4,4,-1,34
215077,-1,3,2,5,3,4,3,6,4,6,6,5,1,3,2,4,,6,-1,20
215428,-1,4,5,6,5,6,5,5,6,6,2,4,4,4,4,3,,5,-1,19
215453,-1,6,4,6,6,6,5,3,6,4,1,4,6,4,5,6,3,5,-1,44
209460,0,3,6,4,5,5,5,4,2,5,4,5,6,4,4,5,2,5,-1,45
209191,0,5,6,6,6,6,6,2,1,3,1,6,4,3,4,4,3,7,-1,33
209291,0,3,3,6,6,4,6,4,1,6,1,4,3,1,6,3,2,7,1,27
209304,0,6,,6,4,4,4,6,6,6,3,3,4,4,4,6,2,5,-1,30
209338,0,6,6,6,5,6,4,4,6,6,1,5,1,4,6,3,,3,1,18
209339,0,4,3,3,3,4,3,3,4,3,3,4,3,3,3,2,3,5,-1,30
209346,0,6,6,6,4,3,3,6,6,3,4,6,6,6,6,6,4,5,1,29
209602,0,5,5,6,6,6,6,2,1,2,1,5,6,5,6,5,,7,-1,20
209694,0,6,6,6,6,5,6,6,4,6,3,4,6,4,3,4,2,7,1,35
209791,0,6,6,6,5,6,5,5,6,5,4,4,4,6,6,5,3,4,-1,28
209783,0,6,6,6,6,6,6,3,4,6,6,6,5,6,6,6,4,7,-1,26
209876,0,5,3,4,5,6,3,3,1,2,2,6,5,2,2,6,1,7,-1,28
210609,0,6,5,6,5,5,4,3,4,4,1,5,3,3,3,3,,7,1,37
210619,0,6,4,6,3,3,4,3,3,1,1,3,3,2,2,6,4,5,1,31
210656,0,6,5,5,6,5,4,3,4,4,4,5,4,6,3,5,4,9,1,29
210846,0,6,5,5,5,5,4,4,4,6,3,5,6,5,6,4,3,5,-1,28
211139,0,6,6,6,4,5,6,2,4,4,4,4,3,5,6,3,2,5,1,32
210859,0,4,4,5,5,6,4,5,1,2,1,6,5,1,3,4,3,7,-1,25
210876,0,6,4,5,6,6,6,5,1,3,1,3,4,2,4,6,3,3,-1,44
210877,0,6,5,4,4,6,5,4,5,2,4,4,3,4,2,5,2,12,-1,33
210898,0,6,4,5,4,4,4,4,4,5,4,4,4,4,4,4,2,4,-1,32
210984,0,4,4,5,5,6,4,4,4,5,1,6,4,4,3,4,3,9,1,39
210979,0,3,5,3,4,6,4,5,4,5,1,5,4,3,4,3,3,7,-1,28
211003,0,5,6,5,6,5,6,5,3,5,3,4,6,3,5,6,3,9,-1,28
211020,0,3,4,4,6,3,4,6,6,6,4,3,4,4,4,2,,5,-1,26
211025,0,5,4,6,4,6,5,3,4,5,2,5,5,2,2,4,4,13,-1,26
211064,0,6,6,6,4,4,6,5,6,4,1,1,1,3,4,4,2,7,-1,59
211048,0,6,4,5,5,5,4,4,4,4,3,4,4,3,2,5,,5,-1,30
211086,0,6,4,4,4,6,4,4,1,4,2,4,3,5,4,4,4,9,1,32
