SESHID,politics,harmed1,suffered1,violence1,differently1,rights1,unfairly1,betray1,friend1,loyalty1,rank1,duties1,respect1,disgust1,purity1,unnatural1,income2,education,gender,Age
213254,-2,6,6,6,6,6,6,5,4,6,1,6,4,3,3,4,4,7,1,23
213300,-2,5,6,6,6,6,6,6,5,5,5,5,4,2,1,4,3,5,-1,31
213520,-2,6,6,6,6,6,5,4,2,4,4,6,3,4,2,2,4,7,1,27
213542,-2,6,6,6,5,6,6,5,5,4,1,5,3,5,5,6,3,9,1,31
213555,-2,6,6,6,6,6,6,6,4,4,3,4,6,4,4,6,2,5,1,29
213581,-2,6,6,6,5,6,6,4,3,5,3,5,3,4,3,5,1,7,1,24
213608,-2,6,4,6,4,6,4,5,6,5,2,4,4,3,4,4,1,12,-1,29
213658,-2,6,6,6,4,6,6,4,4,4,2,4,2,1,2,1,5,7,-1,23
213678,-2,6,4,5,4,5,5,2,4,2,4,3,3,1,1,1,5,9,1,52
213670,-2,6,5,5,3,6,3,3,3,2,1,4,4,2,2,4,3,9,1,42
213683,-2,6,3,6,4,6,6,3,1,3,1,3,5,3,6,2,2,8,1,24
213733,-2,6,5,4,5,6,5,5,3,6,3,6,4,3,3,4,1,8,1,28
213790,-2,4,4,6,6,6,4,2,5,4,2,4,5,2,3,3,1,7,1,22
213875,-2,5,5,5,6,5,6,5,5,5,4,5,4,3,4,2,2,5,1,23
213921,-2,5,4,5,4,5,4,2,3,2,1,4,2,2,1,2,1,7,-1,24
213941,-2,6,6,6,6,6,6,5,3,5,1,5,5,3,5,5,,5,1,21
213968,-2,6,4,4,5,6,5,2,5,3,1,5,5,3,2,4,3,4,-1,19
214021,-2,3,2,5,6,5,6,1,2,5,2,6,2,3,2,3,3,8,1,42
214025,-2,6,4,6,5,6,4,3,5,2,2,2,3,2,4,3,,7,-1,26
214058,-2,6,4,6,5,6,6,6,2,6,1,6,6,5,3,4,2,8,-1,28
214095,-2,4,4,6,6,6,5,3,1,2,4,4,5,2,2,3,3,9,1,50
214131,-2,6,6,6,6,6,6,6,4,5,4,4,4,6,6,6,2,7,1,24
214214,-2,6,5,5,5,6,5,3,4,3,2,3,1,1,1,2,1,7,1,25
214245,-2,6,4,6,4,6,4,1,1,1,1,4,1,1,2,1,2,9,-1,33
214417,-2,6,5,6,5,6,5,2,5,5,2,5,2,2,3,3,3,8,-1,39
214468,-2,6,6,6,6,6,5,1,1,3,1,2,5,2,1,5,4,12,1,42
214495,-2,6,5,6,6,6,5,4,5,5,3,5,5,3,3,3,1,7,-1,35
214502,-2,5,5,4,6,6,5,3,3,4,4,3,4,2,1,2,2,9,1,32
214521,-2,6,5,6,6,5,5,3,2,5,2,5,6,4,5,5,2,7,-1,24
214526,-2,6,6,6,6,6,5,4,3,6,3,3,5,3,3,4,2,8,1,24
214539,-2,6,5,6,6,5,6,2,2,3,4,5,5,2,3,3,5,5,-1,21
214561,-2,6,4,6,4,5,4,3,4,4,1,5,4,6,4,4,2,6,1,42
214599,-2,6,4,5,6,6,5,2,3,5,1,6,3,3,2,2,2,9,1,37
214671,-2,5,4,5,5,5,4,4,4,4,2,4,3,3,3,3,5,7,1,31
214722,-2,5,6,6,6,6,5,4,6,5,2,5,5,5,3,3,4,4,1,38
214755,-2,6,6,6,6,6,6,5,3,3,3,3,2,3,2,3,3,9,1,50
214758,-2,6,5,6,6,6,6,2,6,2,2,4,4,3,5,3,4,7,-1,50
214871,-2,4,4,3,5,6,4,4,2,4,3,6,5,4,4,5,4,5,1,20
214899,-2,6,4,6,4,5,4,2,3,4,1,5,2,3,1,4,3,9,-1,31
214922,-2,6,3,6,4,5,6,3,2,3,1,3,3,3,3,3,3,12,1,44
214932,-2,6,6,4,6,6,5,4,1,3,4,6,4,2,2,3,3,9,-1,54
214981,-2,6,5,5,3,5,5,3,3,4,1,3,4,4,5,5,5,7,1,39
215029,-2,6,6,6,5,6,5,4,5,6,4,5,5,4,4,6,1,8,1,26
215055,-2,6,5,6,6,6,5,4,2,3,1,4,4,5,3,5,4,9,1,52
215082,-2,5,6,5,4,4,4,5,5,4,2,4,3,4,3,3,2,7,-1,26
215113,-2,5,5,6,6,5,6,4,4,4,4,5,4,3,3,5,3,9,1,51
215117,-2,5,5,4,5,3,4,5,6,3,3,5,5,5,6,6,3,7,1,30
215141,-2,3,5,3,5,4,4,4,4,4,4,4,4,5,3,3,3,8,1,49
215151,-2,6,6,6,6,6,4,4,3,4,6,4,3,4,3,3,2,4,1,19
215470,-2,5,4,4,6,6,6,4,3,4,3,4,4,4,4,5,5,5,1,21
215480,-2,4,4,6,6,6,6,3,2,3,1,4,2,1,2,2,4,9,1,30
214551,-1,4,5,3,5,6,5,5,4,6,4,3,1,4,3,3,1,4,-1,25
210903,-1,5,5,6,6,6,6,6,3,6,1,6,5,5,3,4,3,7,1,35
209259,-1,6,4,6,5,6,6,5,5,5,4,5,3,3,4,5,1,6,-1,28
209267,-1,4,2,4,5,3,4,4,4,3,6,4,4,3,4,6,1,7,-1,27
209350,-1,3,5,3,5,5,5,2,2,2,2,4,3,3,5,5,4,5,1,19
209510,-1,2,1,6,1,2,1,1,1,1,6,3,6,6,1,1,3,3,-1,18
209711,-1,6,5,6,5,5,4,4,5,2,2,2,2,2,2,4,4,8,1,40
209819,-1,5,2,4,4,5,5,3,4,5,2,3,2,2,2,4,4,7,-1,19
209838,-1,6,5,6,6,6,6,4,3,4,3,6,3,3,5,6,1,5,1,23
210046,-1,6,4,6,4,5,4,4,2,4,1,3,4,4,5,4,1,5,1,21
210115,-1,6,3,5,5,6,5,4,4,3,5,5,4,3,4,4,3,7,1,23
210155,-1,6,6,5,6,5,5,5,4,6,3,5,3,4,4,3,1,9,-1,24
210181,-1,2,3,4,5,4,5,3,2,4,1,2,3,2,2,4,5,8,-1,47
210978,-1,3,5,2,5,5,6,4,5,5,1,3,2,2,1,1,2,6,-1,32
211693,-1,5,4,6,5,6,4,3,3,3,3,5,4,2,5,4,2,5,-1,32
212333,-1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,2,5,1,51
212471,-1,6,6,6,5,6,6,3,3,6,1,2,2,2,6,6,2,7,1,27
212608,-1,6,5,5,6,6,5,5,2,5,1,6,4,2,5,3,4,7,1,35
213040,-1,4,5,5,5,5,4,4,5,5,4,5,5,3,5,5,,5,1,24
213182,-1,6,6,6,6,6,5,3,6,3,4,6,4,2,3,5,,6,-1,20
213408,-1,4,5,5,5,5,5,4,5,4,3,4,4,3,4,3,5,5,-1,29
214078,-1,6,6,6,6,6,6,3,1,4,1,4,4,2,4,5,1,5,1,20
213844,-1,6,4,5,5,3,6,2,5,4,2,3,1,3,4,4,,3,1,19
213951,-1,5,3,4,4,4,4,3,4,5,3,5,4,1,2,5,1,8,-1,23
214122,-1,6,4,5,5,5,5,4,2,5,2,4,3,1,2,4,2,7,-1,27
214225,-1,6,1,2,5,6,6,1,2,3,1,2,2,2,4,3,1,9,-1,27
214238,-1,6,6,6,6,6,4,5,1,4,2,5,5,2,1,5,5,9,-1,37
214339,-1,4,4,5,6,5,6,2,4,4,2,5,2,2,3,2,5,14,-1,55
214640,-1,6,4,6,5,6,4,4,1,6,2,6,1,5,3,1,3,6,1,38
214771,-1,6,6,6,6,6,6,4,3,3,3,5,6,4,6,6,5,8,1,25
214847,-1,6,4,6,5,6,5,4,6,3,4,5,5,3,3,3,1,9,1,27
214901,-1,5,2,6,4,5,5,5,2,6,2,4,5,5,5,5,4,10,1,43
215002,-1,6,4,6,6,6,6,6,4,2,2,5,6,5,6,6,3,6,-1,27
215036,-1,5,3,6,4,6,5,4,4,4,2,6,3,4,4,3,3,7,-1,31
215569,-1,6,6,6,4,6,4,6,6,6,6,3,2,3,2,4,3,5,-1,63
210770,0,6,6,6,6,6,6,4,4,3,1,4,6,4,4,5,4,9,-1,34
213720,0,5,5,6,5,6,5,4,4,4,2,4,4,5,6,6,,4,1,20
209206,0,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,2,9,1,29
211671,0,6,6,6,6,6,5,4,5,5,1,5,2,3,3,4,,3,1,18
209251,0,5,4,6,4,6,6,1,1,6,1,6,1,4,4,6,4,5,-1,44
209386,0,5,5,5,4,5,6,4,4,4,5,3,3,2,2,4,5,12,1,34
209523,0,6,6,6,6,5,6,6,5,6,4,6,5,5,5,4,2,7,1,23
209549,0,6,5,6,4,5,6,5,5,4,3,5,4,6,5,6,,5,1,22
209559,0,5,4,6,4,5,4,4,2,4,1,3,2,3,3,4,3,7,1,28
209581,0,6,3,3,5,2,5,2,4,2,1,2,1,2,2,3,1,5,1,28
209631,0,5,4,4,5,4,5,3,3,3,2,3,3,2,2,4,,5,1,19
209803,0,6,4,6,4,4,6,4,6,6,4,6,5,3,4,4,5,3,-1,21
209805,0,6,6,6,6,6,6,6,4,6,5,6,6,6,6,6,1,7,-1,24
210057,0,6,6,6,5,5,5,4,4,3,5,4,6,4,4,6,2,6,1,25
210129,0,4,2,5,2,4,2,4,5,4,3,5,3,3,2,3,4,7,1,37
210137,0,6,6,5,3,6,6,5,6,6,3,4,3,1,4,3,3,5,1,23
210225,0,3,6,6,5,5,6,3,3,4,1,3,3,3,6,3,1,7,1,23
210261,0,6,6,6,6,6,6,6,6,6,3,6,6,4,6,2,5,7,1,57
210294,0,6,5,6,4,6,4,4,6,4,2,5,5,4,6,5,5,5,1,39
210298,0,5,6,6,5,6,6,6,5,5,4,6,5,4,6,5,4,4,1,19
210326,0,6,6,6,6,6,6,3,6,6,3,6,4,6,4,5,,5,1,25
210335,0,6,5,6,5,5,5,6,4,6,1,6,3,4,5,4,1,5,,19
210344,0,6,6,6,6,6,5,6,5,5,1,5,2,5,3,6,1,9,1,35
214015,0,6,6,6,6,6,6,6,1,6,4,6,6,4,4,6,2,5,-1,39
210426,0,6,6,6,6,6,6,1,1,2,1,5,1,2,2,5,3,7,1,44
210489,0,6,6,6,6,6,6,6,6,6,1,6,6,6,6,4,,5,1,20
210465,0,3,2,5,2,1,2,2,1,4,1,4,5,5,3,4,2,4,1,45
210567,0,6,6,6,6,6,6,6,6,6,1,5,1,5,6,6,,5,1,21
210575,0,4,3,5,4,5,6,3,2,3,2,5,3,2,2,3,,5,-1,20
210858,0,4,2,4,3,5,4,2,2,3,2,3,2,2,3,2,,4,1,19
210882,0,4,3,5,4,6,6,6,3,5,2,5,5,3,4,4,,6,1,22
211223,0,6,6,2,6,5,5,2,2,3,6,2,1,4,5,4,2,7,1,25
211256,0,6,3,3,3,6,5,3,5,4,2,5,5,2,2,5,4,7,1,40
211522,0,6,6,5,6,6,4,3,4,4,2,5,5,5,4,6,1,5,1,33
211627,0,6,3,5,4,6,6,4,3,4,6,6,4,3,6,6,4,5,-1,20
211740,0,6,5,5,6,6,6,3,1,4,5,3,5,4,6,6,2,5,1,25
211782,0,5,4,6,6,6,6,6,1,2,3,5,6,3,5,6,4,7,-1,43
211807,0,5,4,6,5,5,6,2,1,4,1,5,4,3,4,2,3,5,1,49
211819,0,6,4,6,5,6,6,5,3,4,4,5,4,2,2,3,2,6,1,36
211831,0,6,6,6,4,6,6,3,3,6,6,5,4,3,3,4,4,9,1,43
211976,0,6,6,6,6,6,6,5,6,6,1,6,2,3,6,5,,2,1,13
212072,0,4,3,4,4,4,5,3,3,4,3,3,4,2,5,4,1,5,-1,20
212129,0,6,6,6,6,6,6,4,1,3,1,3,5,2,3,6,2,8,-1,23
212197,0,5,6,4,3,5,4,2,3,4,4,5,3,4,4,4,,3,1,20
212360,0,6,6,6,6,6,5,3,1,4,1,5,4,4,4,3,4,4,1,56
212438,0,5,4,6,4,6,3,1,1,1,1,5,6,5,3,5,2,5,-1,35
212515,0,6,3,6,3,6,6,3,5,3,5,5,4,4,5,5,,7,1,22
212565,0,5,4,6,3,3,4,4,3,3,3,4,3,3,3,3,4,9,1,33
212570,0,2,2,5,2,3,3,4,4,6,3,5,4,3,3,2,2,4,-1,18
212652,0,6,5,6,6,6,3,5,4,4,5,5,6,5,5,5,4,7,1,22
212647,0,6,5,6,5,5,6,5,6,6,4,5,6,6,6,6,5,11,-1,45
212870,0,5,4,5,4,5,5,5,6,5,3,5,3,4,2,4,3,12,-1,26
213022,0,6,4,6,4,6,6,5,3,5,4,4,6,1,3,6,,7,-1,26
213027,0,3,1,3,3,6,5,4,3,5,1,6,2,3,3,1,2,4,-1,19
213090,0,6,4,5,3,6,4,4,5,5,1,4,5,2,3,3,1,7,-1,24
213247,0,5,3,6,4,5,5,3,4,4,2,2,5,3,3,3,5,7,1,34
213296,0,4,3,6,6,6,6,2,1,5,1,6,2,4,4,5,3,6,-1,37
213380,0,6,6,6,6,6,5,4,3,6,6,1,1,2,1,4,5,13,-1,27
213361,0,6,5,6,6,6,6,5,4,6,4,6,6,6,4,6,,7,-1,31
213471,0,6,6,6,5,6,4,3,4,5,3,4,4,4,1,3,1,8,1,26
213619,0,6,6,6,5,6,5,5,6,6,5,4,6,6,2,6,4,7,1,44
213611,0,6,5,6,6,4,4,5,6,5,2,3,5,4,5,3,1,5,1,19
213687,0,6,3,4,4,1,4,2,3,,4,4,2,4,4,4,1,7,-1,43
213827,0,4,3,1,5,5,3,2,3,1,4,3,4,2,5,4,,1,1,13
213877,0,3,6,6,6,6,6,3,1,2,1,4,3,6,6,6,3,5,-1,49
213939,0,6,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,8,-1,36
213949,0,5,4,3,5,5,4,3,1,3,1,4,3,3,3,3,2,8,1,24
213998,0,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,5,1,41
214028,0,2,5,6,6,6,6,6,5,3,4,3,4,4,5,2,3,7,-1,42
214092,0,6,4,6,4,6,4,3,6,3,1,5,3,3,3,4,1,9,-1,45
214414,0,2,3,5,5,6,3,3,3,2,3,5,4,3,3,5,4,7,-1,33
214460,0,6,6,5,6,6,6,6,6,5,4,6,4,4,3,4,1,6,1,21
214522,0,1,5,4,1,6,1,1,1,1,1,1,1,1,1,1,4,4,1,44
214531,0,5,6,6,6,6,5,6,3,5,1,6,5,5,6,6,1,6,1,35
214550,0,6,5,6,6,6,6,4,1,6,3,6,3,1,5,6,4,7,1,44
214563,0,6,4,6,4,5,6,4,3,4,3,5,4,4,6,6,2,5,1,22
214570,0,5,6,5,6,5,5,2,4,2,4,4,2,4,6,6,4,5,-1,21
214677,0,6,6,6,4,6,5,4,4,5,1,5,6,6,6,6,2,4,1,39
214760,0,6,6,6,6,6,6,5,6,5,6,4,5,5,5,6,1,7,-1,30
214877,0,6,6,6,6,6,5,3,6,4,4,1,4,4,4,6,3,5,1,20
214913,0,6,4,5,3,3,5,5,4,5,4,4,5,4,3,3,,5,1,21
215041,0,5,4,5,3,5,4,3,3,3,3,4,3,5,4,5,2,5,1,43
215067,0,6,6,6,6,5,6,5,4,6,5,5,6,5,6,4,1,6,1,28
215088,0,6,4,6,6,6,1,1,1,1,4,6,1,1,1,1,4,5,-1,20
215148,0,6,6,6,6,6,6,1,1,6,1,6,1,4,1,4,3,7,-1,27
215170,0,4,5,2,6,6,6,2,2,2,5,1,2,2,2,3,1,5,1,25
215293,0,6,4,4,6,6,6,5,4,5,3,6,1,4,1,1,1,5,-1,20
209279,1,5,4,6,5,5,4,5,2,4,4,5,2,3,5,5,2,9,1,66
209626,1,4,2,3,3,3,4,4,4,4,2,4,4,3,2,4,3,7,-1,40
209709,1,6,4,5,4,5,4,4,5,5,2,5,3,2,3,5,3,9,1,32
209877,1,6,5,4,6,5,6,5,5,4,4,4,6,4,3,5,4,8,-1,39
209878,1,3,2,6,6,6,5,4,2,4,2,5,4,6,6,6,2,7,-1,28
210110,1,6,3,6,3,5,3,3,1,5,1,4,3,5,4,6,4,9,1,55
210121,1,6,4,6,4,6,4,2,4,4,1,5,4,2,2,4,1,9,-1,62
210168,1,5,4,6,4,6,4,6,1,6,4,6,5,3,4,5,5,10,-1,50
210187,1,6,6,6,3,6,5,3,4,6,2,5,3,3,3,4,,5,1,20
210214,1,5,6,6,6,6,6,6,3,6,3,6,6,5,5,5,2,5,1,38
210337,1,6,2,6,4,5,4,1,4,5,2,4,4,2,2,4,1,5,-1,20
210417,1,6,6,6,6,6,6,3,3,2,1,4,3,2,3,5,4,7,1,23
211225,1,6,5,6,5,5,6,5,6,4,1,4,2,4,4,5,4,7,-1,35
211650,1,5,5,5,4,4,5,4,6,4,4,5,3,5,5,5,2,7,1,22
211757,1,6,5,6,5,6,3,4,6,4,2,6,5,4,4,6,2,7,1,24
211810,1,6,6,6,6,6,6,6,5,6,1,6,6,6,6,6,4,7,1,34
211787,1,6,4,6,5,6,5,2,1,4,4,5,3,5,5,6,4,7,-1,46
211811,1,6,4,5,6,5,5,4,2,4,4,2,5,5,3,4,3,7,1,24
211958,1,6,6,5,5,6,5,4,3,5,2,4,3,5,5,6,5,4,1,18
212131,1,6,5,6,4,4,5,4,6,5,4,4,6,3,4,3,2,8,1,23
212193,1,6,6,6,6,6,6,4,6,3,1,6,4,6,6,6,,5,1,38
212472,1,6,5,6,3,5,4,3,1,4,4,5,4,5,5,5,4,7,1,62
212922,1,6,4,5,4,5,3,4,2,2,2,4,4,2,2,4,2,5,-1,24
213166,1,1,1,1,1,2,6,1,1,1,1,3,6,1,6,5,5,9,-1,41
213265,1,4,5,4,3,4,5,3,4,3,3,5,3,3,3,4,4,9,1,27
213354,1,6,6,6,6,6,4,5,5,5,2,5,4,5,5,6,,5,1,21
213532,1,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,,4,-1,18
213601,1,4,4,4,3,4,5,2,5,4,3,3,2,6,5,4,4,5,1,20
213642,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,-1,37
213799,1,4,5,5,5,6,6,3,5,6,4,6,5,4,5,3,3,14,-1,24
213809,1,6,4,6,4,6,4,4,5,4,1,3,5,6,3,6,1,5,1,20
213971,1,4,5,5,5,6,5,2,2,3,2,5,5,2,5,4,4,7,-1,48
214004,1,5,4,4,4,4,5,5,2,5,3,4,3,3,3,2,5,9,-1,59
214168,1,3,2,5,5,6,6,1,2,2,4,5,1,2,1,2,3,8,-1,36
214170,1,6,6,6,6,6,6,6,6,6,3,6,6,4,6,6,3,7,1,50
214360,1,6,5,5,6,6,6,1,2,3,1,5,6,2,6,6,4,12,-1,70
214450,1,6,6,6,5,5,6,5,1,6,1,5,4,4,5,6,3,4,-1,49
214552,1,6,6,6,6,6,6,6,6,6,4,6,5,3,6,6,4,3,1,27
214743,1,6,5,6,5,6,4,3,4,6,1,6,5,3,3,4,3,8,1,57
214773,1,6,6,6,6,5,6,5,4,6,4,4,4,5,4,6,,5,1,19
214815,1,5,5,6,5,5,5,3,4,4,2,5,4,4,5,5,,6,-1,22
214920,1,6,6,6,6,6,5,3,3,4,1,5,3,2,2,3,4,9,-1,32
215075,1,4,4,6,4,6,6,3,1,4,1,4,3,4,6,6,1,5,1,27
215220,1,6,4,5,4,4,3,5,2,4,4,4,4,3,4,3,4,5,-1,48
215294,1,4,4,5,5,4,6,3,4,3,5,4,3,4,4,4,5,5,1,31
210339,2,6,5,6,6,5,6,2,3,4,4,5,4,2,3,3,5,5,-1,21
209288,2,5,2,1,2,3,1,2,1,1,2,1,2,1,1,1,2,9,1,53
209324,2,3,3,3,3,6,5,3,1,3,1,6,3,2,6,5,2,5,-1,28
209439,2,5,5,6,6,4,5,4,3,4,3,6,3,3,6,4,3,9,1,28
209702,2,6,5,5,3,5,5,3,2,4,4,4,5,3,5,1,3,7,1,36
209750,2,4,2,6,5,5,4,2,1,2,6,4,4,2,4,4,,4,1,54
209785,2,4,5,4,5,5,5,2,4,4,4,4,3,5,3,4,,5,1,20
210094,2,6,6,4,6,4,4,3,3,3,1,2,3,3,4,3,3,7,1,22
210336,2,6,5,5,4,4,5,3,6,3,4,4,4,3,4,6,5,5,1,20
210367,2,6,5,6,6,6,6,5,1,3,2,5,2,4,4,4,4,7,-1,46
213794,2,6,1,3,3,5,6,5,2,5,1,5,5,5,6,5,5,,-1,17
210459,2,6,6,5,6,5,5,6,4,5,5,3,4,4,4,3,,3,-1,17
210471,2,3,3,5,4,6,4,3,1,3,1,5,5,2,2,3,4,7,-1,49
210527,2,6,6,6,6,6,6,1,1,6,4,6,6,6,6,6,2,4,1,48
210822,2,5,4,5,2,2,5,2,2,2,2,2,5,2,1,2,4,7,-1,49
211288,2,1,4,6,6,6,6,4,1,6,1,6,6,3,4,6,3,9,-1,42
211411,2,6,5,6,6,6,6,2,5,3,1,5,1,3,4,5,3,5,1,28
211660,2,6,5,6,6,6,6,4,4,6,1,6,5,4,6,6,3,3,1,19
211817,2,6,5,6,5,6,5,5,5,5,5,6,5,4,4,5,5,7,1,40
212285,2,4,5,4,4,5,5,2,4,3,4,4,4,5,5,5,4,9,-1,41
212310,2,6,4,4,5,4,4,3,3,4,1,5,4,3,3,4,3,8,-1,32
212562,2,6,4,6,4,4,6,6,6,6,1,6,4,4,6,3,2,7,-1,27
212590,2,5,5,6,5,5,6,6,2,6,4,4,6,6,6,6,4,8,1,27
212603,2,5,2,5,5,6,5,3,5,3,4,6,6,4,4,4,1,5,-1,20
212694,2,6,4,6,2,3,3,2,3,2,1,4,3,2,1,1,,4,1,41
212743,2,6,4,5,4,6,6,6,1,6,3,4,4,3,6,4,4,6,-1,41
212842,2,6,4,6,4,6,4,3,1,3,1,4,6,1,3,1,5,8,-1,47
212971,2,6,4,6,5,6,5,3,4,3,1,4,5,3,4,3,1,5,1,21
213306,2,6,6,6,6,6,6,1,6,6,1,6,6,1,6,6,5,7,1,27
213409,2,4,4,5,4,4,5,5,6,5,3,4,5,5,4,4,,4,-1,19
213478,2,6,6,5,5,4,5,5,5,5,3,6,4,4,4,4,4,7,1,48
213502,2,6,6,6,4,6,5,5,6,5,1,6,4,4,4,5,4,14,-1,58
213647,2,4,1,4,1,3,3,6,1,6,2,6,6,4,2,4,2,4,-1,19
213883,2,6,4,6,4,4,4,4,4,4,1,4,3,4,4,5,5,4,1,38
214023,2,6,4,6,6,6,4,1,2,4,1,6,6,3,3,6,2,7,-1,24
214057,2,6,6,6,5,6,4,4,4,5,2,4,4,4,6,4,,5,1,50
214564,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,2,7,1,34
214569,2,4,4,5,4,4,4,2,1,2,1,4,3,3,4,4,4,8,-1,31
214908,2,5,5,5,5,5,5,5,1,4,1,5,4,4,6,5,4,10,-1,53
214961,2,5,3,4,1,3,6,5,1,5,1,5,6,3,5,5,4,5,-1,32
214970,2,6,4,6,5,5,5,5,2,5,1,5,6,4,5,5,2,5,1,25
215003,2,2,2,2,4,6,4,4,2,3,2,6,4,1,3,4,2,7,-1,28
215567,2,5,2,2,4,6,6,2,1,6,3,6,2,2,2,2,4,7,-1,41
210366,3,5,5,6,5,6,5,5,3,5,3,5,5,4,5,5,1,5,-1,21
212452,3,4,2,2,4,6,5,2,5,2,2,5,6,2,4,4,4,5,-1,19
212584,3,6,4,6,1,5,4,6,4,6,4,5,6,4,5,6,,5,-1,19
213840,3,3,6,4,6,3,4,6,6,5,6,6,6,3,6,6,3,4,-1,19
213906,3,6,6,6,6,6,3,2,1,1,3,6,4,6,6,6,2,5,1,31
215081,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,1,68
214621,3,6,5,5,4,5,4,5,6,5,1,5,4,3,4,5,1,5,-1,20
215076,3,5,2,4,3,3,5,3,6,4,4,6,5,4,5,5,,7,-1,34
208704,,,,,,,,,,,,,,,,,,5,-1,19
208781,,,,,,,,,,,,,,,,,3,3,1,19
209562,,,,,,,,,,,,,,,,,1,5,1,26
211695,,,,,,,,,,,,,,,,,,5,1,20
208799,-3,,,,,,,,,,,,,,,,2,8,1,58
208656,-3,,,,,,,,,,,,,,,,2,5,1,45
208642,-3,,,,,,,,,,,,,,,,4,5,1,20
208768,-3,,,,,,,,,,,,,,,,4,3,-1,18
208732,-3,,,,,,,,,,,,,,,,2,7,-1,25
208775,-3,,,,,,,,,,,,,,,,,4,-1,18
208816,-3,,,,,,,,,,,,,,,,5,9,1,59
208896,-3,,,,,,,,,,,,,,,,1,5,1,20
208899,-3,,,,,,,,,,,,,,,,5,10,1,37
208933,-3,,,,,,,,,,,,,,,,1,6,1,22
208947,-3,,,,,,,,,,,,,,,,,5,-1,20
208989,-3,,,,,,,,,,,,,,,,4,9,1,44
209126,-3,,,,,,,,,,,,,,,,1,9,-1,55
209089,-3,,,,,,,,,,,,,,,,2,6,1,37
209109,-3,,,,,,,,,,,,,,,,1,8,1,26
209119,-3,,,,,,,,,,,,,,,,4,8,1,48
209179,-3,,,,,,,,,,,,,,,,1,7,-1,27
209417,-3,,,,,,,,,,,,,,,,3,3,-1,34
209620,-3,,,,,,,,,,,,,,,,2,5,-1,21
211812,-3,,,,,,,,,,,,,,,,2,7,1,24
211559,-3,,,,,,,,,,,,,,,,3,7,1,46
213715,-3,,,,,,,,,,,,,,,,5,5,-1,20
213881,-3,,,,,,,,,,,,,,,,,7,1,57
213974,-3,,,,,,,,,,,,,,,,4,5,1,20
214607,-3,,,,,,,,,,,,,,,,2,9,1,69
214692,-3,,,,,,,,,,,,,,,,,7,1,23
215047,-3,,,,,,,,,,,,,,,,4,12,1,35
215264,-3,,,,,,,,,,,,,,,,5,9,-1,47
208824,-2,,,,,,,,,,,,,,,,2,7,1,26
208857,-2,,,,,,,,,,,,,,,,2,9,1,28
209042,-2,,,,,,,,,,,,,,,,4,5,-1,33
209122,-2,,,,,,,,,,,,,,,,2,9,1,26
208677,-2,,,,,,,,,,,,,,,,3,3,1,17
208674,-2,,,,,,,,,,,,,,,,3,7,1,23
208720,-2,,,,,,,,,,,,,,,,2,8,1,23
208827,-2,,,,,,,,,,,,,,,,,3,1,18
208807,-2,,,,,,,,,,,,,,,,5,3,1,19
208845,-2,,,,,,,,,,,,,,,,4,7,1,31
208820,-2,,,,,,,,,,,,,,,,3,12,-1,66
208822,-2,,,,,,,,,,,,,,,,2,3,1,18
208932,-2,,,,,,,,,,,,,,,,1,5,1,22
208937,-2,,,,,,,,,,,,,,,,4,12,-1,51
208982,-2,,,,,,,,,,,,,,,,,3,1,15
208994,-2,,,,,,,,,,,,,,,,2,7,-1,26
209110,-2,,,,,,,,,,,,,,,,4,9,1,28
209467,-2,,,,,,,,,,,,,,,,,5,1,24
209861,-2,,,,,,,,,,,,,,,,2,8,-1,45
210258,-2,,,,,,,,,,,,,,,,2,7,1,22
211886,-2,,,,,,,,,,,,,,,,2,8,1,25
212539,-2,,,,,,,,,,,,,,,,3,9,-1,30
213217,-2,,,,,,,,,,,,,,,,,7,1,26
213342,-2,,,,,,,,,,,,,,,,1,7,-1,23
214520,-2,,,,,,,,,,,,,,,,,7,1,24
215154,-2,,,,,,,,,,,,,,,,,5,1,23
215297,-2,,,,,,,,,,,,,,,,,4,1,19
210291,-1,,,,,,,,,,,,,,,,2,7,1,25
208774,-1,,,,,,,,,,,,,,,,3,7,1,50
208687,-1,,,,,,,,,,,,,,,,,5,-1,23
208792,-1,,,,,,,,,,,,,,,,5,4,1,21
208798,-1,,,,,,,,,,,,,,,,4,4,-1,20
209069,-1,,,,,,,,,,,,,,,,2,7,1,27
209085,-1,,,,,,,,,,,,,,,,2,9,1,34
209169,-1,,,,,,,,,,,,,,,,4,8,-1,48
210548,-1,4,4,4,5,5,5,3,2,4,4,4,3,2,1,,1,7,1,20
211393,-1,,,,,,,,,,,,,,,,2,7,1,28
211959,-1,,,,,,,,,,,,,,,,4,9,1,30
212559,-1,,,,,,,,,,,,,,,,,5,1,23
212747,-1,,,,,,,,,,,,,,,,4,5,1,57
212915,-1,,,,,,,,,,,,,,,,1,5,-1,20
208649,0,,,,,,,,,,,,,,,,4,6,-1,35
