id,cards,ballots,racepledge,talkradio,familyshun,flagburn,parentcurse,handgesture,rottentomato,soulsell,molesterblood,stageanimal,icebath,idiotsign,headache,dogkick,overweight,palm,ideo7,age,education,gender,state,income,religion
1283,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,3.0,3.0,8.0,7.0,5.0,6.0,8.0,,8.0,8.0,4.0,67,9,1,31,7,3.0
1284,4.0,8.0,1.0,1.0,8.0,8.0,1.0,8.0,1.0,7.0,1.0,7.0,4.0,7.0,7.0,8.0,8.0,1.0,6.0,60,12,1,16,13,4.0
1286,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,41,11,1,34,12,5.0
1287,6.0,7.0,8.0,6.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,3.0,45,9,1,14,10,3.0
1288,5.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,6.0,8.0,6.0,8.0,5.0,7.0,6.0,8.0,6.0,8.0,4.0,56,11,1,63,13,2.0
1289,5.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,4.0,8.0,1.0,8.0,5.0,4.0,4.0,3.0,3.0,8.0,6.0,34,10,1,32,12,1.0
1290,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,38,10,2,62,7,2.0
1291,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,5.0,55,11,1,41,7,3.0
1292,4.0,8.0,8.0,8.0,8.0,8.0,2.0,5.0,8.0,,8.0,8.0,5.0,4.0,3.0,8.0,7.0,8.0,6.0,25,10,2,31,12,2.0
1294,6.0,3.0,6.0,6.0,7.0,6.0,8.0,3.0,6.0,8.0,8.0,7.0,6.0,5.0,8.0,8.0,8.0,6.0,2.0,19,9,2,71,5,5.0
1295,8.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,5.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,50,14,2,33,14,5.0
1296,3.0,2.0,4.0,4.0,2.0,6.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,57,5,1,32,4,3.0
1297,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,4.0,21,9,1,59,11,3.0
1298,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,6.0,7.0,7.0,4.0,4.0,8.0,2.0,71,13,1,88,12,2.0
1300,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,57,9,2,42,11,2.0
1302,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,58,9,2,91,13,4.0
1303,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,72,10,2,52,5,2.0
1304,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,5.0,55,12,1,62,8,2.0
1305,5.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,44,9,1,21,12,5.0
1306,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,44,11,1,74,7,3.0
1307,4.0,7.0,7.0,5.0,6.0,7.0,7.0,4.0,5.0,8.0,7.0,7.0,5.0,7.0,7.0,4.0,5.0,7.0,5.0,47,11,1,73,15,2.0
1309,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,57,9,2,58,4,2.0
1310,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,68,4,1,61,6,3.0
1311,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,51,14,2,43,15,1.0
1312,5.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,6.0,7.0,5.0,5.0,4.0,7.0,6.0,8.0,6.0,7.0,6.0,62,10,2,86,11,4.0
1313,,,,,,,,,,,,,,,,,,,4.0,41,9,1,93,6,2.0
1314,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,51,10,1,58,17,2.0
1315,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,2.0,62,13,2,73,12,1.0
1316,5.0,8.0,8.0,4.0,6.0,4.0,6.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,8.0,8.0,5.0,8.0,4.0,65,12,1,61,16,5.0
1318,5.0,6.0,8.0,5.0,7.0,8.0,8.0,5.0,5.0,8.0,5.0,8.0,6.0,5.0,7.0,8.0,7.0,8.0,4.0,55,8,1,93,12,3.0
1319,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,55,12,1,23,12,1.0
1321,4.0,6.0,7.0,4.0,6.0,4.0,8.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,8.0,7.0,6.0,49,9,1,32,11,4.0
1324,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,4.0,4.0,8.0,8.0,8.0,8.0,7.0,28,12,2,46,12,2.0
1325,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,4.0,6.0,6.0,8.0,8.0,8.0,6.0,43,10,2,93,16,1.0
1326,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,73,12,1,95,16,2.0
1327,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,1.0,8.0,5.0,4.0,5.0,8.0,8.0,8.0,6.0,54,13,2,33,18,2.0
1328,7.0,8.0,8.0,4.0,7.0,3.0,8.0,5.0,4.0,8.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,8.0,2.0,30,9,2,56,9,4.0
1329,5.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,7.0,5.0,7.0,7.0,8.0,7.0,7.0,4.0,37,10,1,93,17,2.0
1330,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,60,9,2,57,8,2.0
1331,6.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,4.0,7.0,6.0,4.0,34,9,1,61,8,2.0
1332,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,66,9,2,21,10,3.0
1333,3.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,3.0,43,9,1,21,12,4.0
1334,1.0,8.0,8.0,6.0,7.0,3.0,7.0,1.0,3.0,1.0,1.0,5.0,3.0,4.0,6.0,5.0,1.0,8.0,2.0,37,10,1,59,19,5.0
1335,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,61,9,2,21,8,3.0
1336,5.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,3.0,5.0,3.0,5.0,6.0,6.0,3.0,76,12,1,22,11,3.0
1337,8.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,1.0,8.0,1.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,3.0,61,13,2,33,14,3.0
1338,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,2.0,58,10,2,59,7,5.0
1339,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,4.0,70,9,2,41,4,3.0
1340,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,63,9,1,58,13,3.0
1341,7.0,8.0,1.0,1.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,1.0,8.0,7.0,1.0,4.0,43,9,1,91,3,5.0
1342,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,66,10,2,59,12,3.0
1343,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,73,10,2,73,13,1.0
1344,6.0,5.0,6.0,4.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,8.0,6.0,6.0,4.0,23,9,1,61,11,5.0
1345,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,4.0,5.0,8.0,8.0,8.0,8.0,6.0,68,9,1,62,11,2.0
1346,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,39,10,1,58,2,1.0
1347,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,4.0,28,10,2,58,11,1.0
1348,4.0,4.0,6.0,3.0,5.0,4.0,3.0,3.0,1.0,6.0,2.0,3.0,3.0,4.0,5.0,8.0,4.0,6.0,3.0,51,12,1,93,11,5.0
1349,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,5.0,82,13,2,93,10,5.0
1350,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,66,10,2,23,14,2.0
1351,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,29,11,1,59,11,5.0
1352,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,62,13,2,59,14,3.0
1353,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,4.0,49,9,1,93,13,2.0
1354,6.0,1.0,7.0,8.0,8.0,8.0,1.0,5.0,1.0,4.0,1.0,7.0,4.0,5.0,8.0,7.0,7.0,7.0,7.0,45,12,1,62,9,4.0
1355,1.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,3.0,4.0,1.0,5.0,4.0,6.0,5.0,8.0,3.0,4.0,3.0,47,7,2,93,12,4.0
1356,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,56,14,2,47,15,3.0
1357,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,51,9,1,93,6,5.0
1358,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,21,10,1,84,16,2.0
1359,,,,,,,,,,,,,,,,,,,,31,9,2,91,3,1.0
1360,8.0,1.0,8.0,7.0,8.0,8.0,7.0,2.0,1.0,8.0,8.0,7.0,4.0,4.0,8.0,8.0,7.0,8.0,3.0,38,14,1,54,16,4.0
1361,1.0,7.0,8.0,4.0,8.0,5.0,1.0,5.0,1.0,4.0,8.0,7.0,4.0,3.0,5.0,8.0,5.0,8.0,4.0,24,9,2,84,15,
1362,7.0,8.0,8.0,3.0,5.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0,7.0,6.0,8.0,8.0,7.0,8.0,2.0,18,7,1,84,18,3.0
1363,5.0,8.0,8.0,5.0,8.0,8.0,8.0,5.0,1.0,8.0,1.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,4.0,37,9,1,74,13,3.0
1365,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,62,9,1,88,6,2.0
1366,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,2.0,62,13,2,84,13,3.0
1367,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,2.0,61,5,2,35,11,3.0
1368,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,58,12,2,93,10,5.0
1370,5.0,2.0,7.0,8.0,7.0,8.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,6.0,35,12,1,93,11,3.0
1371,4.0,5.0,8.0,3.0,6.0,2.0,6.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,8.0,2.0,18,10,1,91,16,
1372,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,45,10,1,31,13,2.0
1373,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,2.0,65,12,2,22,13,
1374,7.0,7.0,1.0,8.0,8.0,8.0,,6.0,1.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,1.0,6.0,68,9,2,35,9,3.0
1375,5.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,6.0,8.0,5.0,8.0,6.0,8.0,8.0,7.0,6.0,7.0,3.0,58,9,1,14,15,3.0
1376,3.0,7.0,7.0,2.0,7.0,3.0,6.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,2.0,45,10,1,33,15,3.0
1378,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,45,13,1,21,19,5.0
1379,8.0,8.0,8.0,8.0,1.0,8.0,1.0,1.0,8.0,8.0,1.0,4.0,1.0,1.0,5.0,8.0,1.0,8.0,5.0,44,12,1,23,18,4.0
1382,,,,,,,,,,,,,,,,,,,6.0,57,9,2,61,4,2.0
1383,8.0,8.0,8.0,5.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,6.0,8.0,6.0,18,7,1,41,11,2.0
1384,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,65,13,2,72,9,1.0
1385,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,1.0,8.0,8.0,8.0,4.0,50,14,1,63,18,3.0
1386,4.0,8.0,8.0,4.0,8.0,,7.0,3.0,3.0,1.0,1.0,6.0,4.0,8.0,8.0,8.0,3.0,8.0,3.0,52,12,2,41,19,4.0
1387,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,59,12,2,22,19,3.0
1388,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,57,9,1,93,13,2.0
1389,5.0,7.0,5.0,3.0,8.0,6.0,8.0,5.0,2.0,8.0,1.0,7.0,6.0,6.0,5.0,8.0,8.0,5.0,4.0,19,9,2,21,15,2.0
1390,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,55,9,2,74,15,3.0
1391,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,57,12,1,57,10,1.0
1392,6.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,8.0,5.0,4.0,47,9,2,23,4,3.0
1393,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,3.0,56,12,2,57,13,5.0
1394,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,7.0,24,5,1,56,2,3.0
1395,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,6.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,44,9,1,35,14,2.0
1396,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,7.0,8.0,8.0,,8.0,6.0,39,5,2,58,3,2.0
1397,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,6.0,8.0,8.0,8.0,4.0,51,9,1,59,12,4.0
1398,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,3.0,24,10,2,86,6,3.0
1399,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,3.0,8.0,8.0,7.0,5.0,6.0,8.0,8.0,5.0,8.0,2.0,31,10,1,86,15,4.0
1400,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,65,9,2,33,11,2.0
1401,3.0,8.0,1.0,8.0,7.0,4.0,8.0,7.0,1.0,8.0,8.0,7.0,5.0,6.0,7.0,8.0,8.0,1.0,4.0,40,12,1,93,10,4.0
1402,6.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,1.0,8.0,1.0,6.0,6.0,4.0,6.0,8.0,5.0,8.0,2.0,29,10,1,59,9,3.0
1403,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,53,9,1,82,7,2.0
1405,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,5.0,8.0,1.0,8.0,7.0,7.0,5.0,8.0,8.0,8.0,4.0,43,11,2,35,13,2.0
1406,1.0,1.0,5.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,7.0,8.0,7.0,8.0,8.0,8.0,2.0,5.0,3.0,46,9,1,93,17,
1407,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,93,13,1,93,16,3.0
1408,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,45,12,2,93,14,1.0
1409,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,60,10,2,32,5,1.0
1410,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,65,10,1,91,12,2.0
1411,1.0,4.0,5.0,5.0,5.0,4.0,5.0,1.0,8.0,8.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,42,9,2,23,13,4.0
1413,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,1.0,5.0,8.0,7.0,6.0,8.0,1.0,8.0,4.0,64,9,1,21,11,4.0
1414,7.0,8.0,8.0,5.0,8.0,4.0,8.0,1.0,8.0,8.0,7.0,8.0,4.0,5.0,7.0,8.0,6.0,8.0,5.0,64,9,1,92,10,5.0
1415,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,3.0,65,12,2,31,9,3.0
1416,4.0,8.0,8.0,3.0,8.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,1.0,4.0,4.0,8.0,3.0,8.0,4.0,41,13,1,52,16,5.0
1417,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,5.0,30,11,2,74,10,3.0
1418,3.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,1.0,6.0,4.0,6.0,3.0,5.0,5.0,8.0,5.0,6.0,4.0,37,11,1,22,14,3.0
1419,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,8.0,7.0,8.0,7.0,8.0,,8.0,8.0,8.0,5.0,64,9,2,57,11,3.0
1420,4.0,8.0,8.0,4.0,8.0,3.0,6.0,4.0,1.0,8.0,1.0,4.0,4.0,5.0,7.0,4.0,4.0,8.0,4.0,37,12,2,47,10,3.0
1422,8.0,8.0,,8.0,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,,4.0,65,9,1,23,5,
1423,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,2.0,21,9,2,59,11,5.0
1424,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,48,11,2,34,5,3.0
1425,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,54,10,2,86,12,3.0
1426,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,5.0,51,9,2,86,4,2.0
1427,8.0,8.0,8.0,6.0,7.0,4.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,4.0,64,12,2,21,6,3.0
1428,8.0,8.0,8.0,8.0,8.0,5.0,8.0,4.0,8.0,8.0,5.0,8.0,5.0,4.0,6.0,8.0,8.0,8.0,2.0,50,12,1,47,14,3.0
1429,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,1.0,8.0,1.0,8.0,8.0,8.0,3.0,43,8,1,82,13,5.0
1430,4.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,4.0,8.0,4.0,8.0,8.0,8.0,6.0,48,9,1,58,11,3.0
1431,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,6.0,7.0,4.0,8.0,8.0,6.0,8.0,3.0,39,12,1,93,17,5.0
1432,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,4.0,47,8,1,33,11,5.0
1433,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,6.0,58,10,2,82,8,1.0
1435,4.0,5.0,4.0,4.0,5.0,6.0,4.0,6.0,3.0,6.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,4.0,4.0,37,10,1,34,7,3.0
1438,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,8.0,1.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,43,9,1,51,2,2.0
1439,5.0,6.0,3.0,8.0,6.0,6.0,8.0,5.0,2.0,8.0,8.0,7.0,5.0,5.0,7.0,8.0,5.0,3.0,5.0,54,9,1,23,17,3.0
1440,4.0,8.0,8.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,3.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,4.0,63,11,1,54,13,3.0
1441,7.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,4.0,56,9,1,52,11,4.0
1442,3.0,4.0,7.0,6.0,8.0,8.0,8.0,1.0,7.0,8.0,8.0,1.0,4.0,8.0,4.0,1.0,3.0,7.0,3.0,18,7,1,59,1,2.0
1443,1.0,8.0,8.0,1.0,6.0,8.0,4.0,4.0,8.0,7.0,8.0,8.0,4.0,7.0,5.0,8.0,8.0,8.0,4.0,18,7,2,44,14,5.0
1444,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,83,13,2,73,12,2.0
1446,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,53,9,2,21,9,2.0
1447,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,61,9,2,74,10,3.0
1448,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,76,9,1,62,14,2.0
1449,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,8.0,8.0,1.0,8.0,4.0,64,11,2,31,12,2.0
1450,5.0,7.0,6.0,8.0,7.0,7.0,8.0,6.0,4.0,8.0,5.0,7.0,5.0,7.0,8.0,6.0,4.0,6.0,4.0,56,9,1,74,13,2.0
1451,5.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,31,11,2,21,4,5.0
1452,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,19,10,2,21,15,4.0
1453,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,57,9,2,62,9,1.0
1454,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,66,8,1,59,13,4.0
1455,8.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,8.0,5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,2.0,61,13,2,53,17,5.0
