id,cards,ballots,racepledge,talkradio,familyshun,flagburn,parentcurse,handgesture,rottentomato,soulsell,molesterblood,stageanimal,icebath,idiotsign,headache,dogkick,overweight,palm,ideo7,age,education,gender,state,income,religion
1123,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,50,11,2,59,8,1.0
1124,8.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,1.0,8.0,1.0,8.0,4.0,7.0,7.0,8.0,8.0,8.0,2.0,25,9,1,11,12,5.0
1125,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,4.0,43,11,2,22,14,5.0
1126,,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,4.0,45,9,2,47,2,5.0
1127,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,4.0,84,8,1,91,11,3.0
1128,2.0,7.0,8.0,4.0,8.0,7.0,8.0,2.0,1.0,7.0,2.0,2.0,3.0,4.0,6.0,8.0,5.0,8.0,4.0,21,10,2,93,19,5.0
1129,8.0,8.0,1.0,6.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,1.0,3.0,59,7,1,54,1,3.0
1130,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,37,9,2,74,13,3.0
1131,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,1.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,4.0,46,9,2,34,11,5.0
1132,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,52,9,1,46,6,1.0
1133,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,8.0,7.0,5.0,7.0,7.0,7.0,3.0,7.0,4.0,32,11,1,74,12,5.0
1134,5.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,1.0,8.0,1.0,8.0,4.0,5.0,6.0,8.0,8.0,8.0,7.0,44,12,2,16,16,2.0
1135,8.0,8.0,6.0,8.0,7.0,5.0,8.0,8.0,6.0,8.0,4.0,8.0,4.0,6.0,8.0,7.0,8.0,6.0,6.0,61,14,1,59,19,2.0
1136,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,30,10,1,73,10,4.0
1137,4.0,5.0,4.0,4.0,8.0,4.0,7.0,2.0,3.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,7.0,4.0,6.0,20,10,2,93,12,3.0
1138,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,36,9,2,93,7,3.0
1139,8.0,2.0,8.0,8.0,8.0,8.0,1.0,8.0,3.0,1.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,36,1,2,93,5,2.0
1140,7.0,8.0,7.0,8.0,8.0,8.0,8.0,4.0,1.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,4.0,55,10,2,14,16,3.0
1141,7.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,1.0,8.0,1.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,4.0,69,9,1,82,14,2.0
1142,3.0,8.0,5.0,5.0,8.0,7.0,8.0,3.0,8.0,8.0,4.0,8.0,3.0,4.0,5.0,8.0,8.0,5.0,2.0,24,9,1,93,11,4.0
1143,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,61,5,2,74,5,3.0
1144,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,2.0,56,9,2,43,16,2.0
1145,8.0,8.0,8.0,4.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,6.0,8.0,5.0,34,9,2,23,9,2.0
1146,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,40,12,1,93,16,5.0
1147,8.0,8.0,5.0,7.0,8.0,6.0,8.0,6.0,4.0,5.0,5.0,6.0,6.0,4.0,6.0,8.0,6.0,5.0,6.0,84,12,1,32,14,2.0
1148,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,78,9,2,52,10,2.0
1149,8.0,8.0,8.0,1.0,8.0,8.0,8.0,6.0,8.0,8.0,1.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,4.0,43,9,1,14,16,5.0
1150,5.0,8.0,8.0,6.0,6.0,6.0,4.0,1.0,1.0,1.0,8.0,6.0,3.0,5.0,5.0,8.0,5.0,8.0,3.0,44,9,1,14,15,5.0
1151,7.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,1.0,8.0,7.0,6.0,4.0,6.0,6.0,8.0,8.0,8.0,4.0,42,10,2,74,2,2.0
1152,3.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,6.0,8.0,4.0,7.0,5.0,6.0,6.0,8.0,6.0,8.0,3.0,26,13,2,91,13,2.0
1154,6.0,7.0,8.0,7.0,1.0,3.0,1.0,3.0,7.0,8.0,8.0,4.0,5.0,3.0,4.0,8.0,1.0,8.0,4.0,56,9,1,93,10,5.0
1155,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,5.0,8.0,8.0,5.0,50,12,2,58,13,2.0
1156,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,5.0,6.0,6.0,8.0,8.0,8.0,4.0,28,9,2,88,13,2.0
1157,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,4.0,83,10,2,45,6,2.0
1158,7.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,1.0,7.0,1.0,1.0,7.0,7.0,7.0,8.0,6.0,8.0,5.0,56,13,1,52,17,5.0
1159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,75,12,1,74,11,2.0
1160,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,7.0,7.0,1.0,8.0,7.0,8.0,4.0,69,7,2,59,7,2.0
1161,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,67,9,1,22,6,2.0
1162,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,41,9,2,74,13,2.0
1164,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,63,10,2,93,5,2.0
1165,4.0,7.0,6.0,5.0,5.0,3.0,5.0,1.0,1.0,7.0,1.0,7.0,4.0,6.0,5.0,4.0,2.0,6.0,4.0,32,12,1,33,16,5.0
1166,8.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,28,8,1,58,4,3.0
1167,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,46,12,1,74,16,2.0
1168,7.0,8.0,8.0,8.0,7.0,8.0,1.0,7.0,1.0,8.0,1.0,8.0,6.0,7.0,8.0,8.0,7.0,8.0,2.0,43,10,2,42,7,3.0
1169,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,37,14,1,93,12,2.0
1170,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,4.0,66,14,2,14,13,3.0
1171,8.0,8.0,8.0,8.0,7.0,8.0,5.0,5.0,5.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,5.0,34,11,2,91,13,2.0
1172,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,33,9,1,74,11,1.0
1173,4.0,8.0,8.0,7.0,1.0,6.0,5.0,1.0,4.0,8.0,1.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,4.0,50,9,2,23,3,3.0
1174,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,3.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,46,11,2,74,8,2.0
1175,5.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,2.0,33,11,2,93,12,3.0
1176,8.0,8.0,8.0,6.0,8.0,8.0,5.0,6.0,8.0,7.0,8.0,8.0,6.0,,8.0,8.0,8.0,8.0,2.0,38,8,2,93,9,5.0
1177,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,38,14,1,93,15,1.0
1178,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,55,12,2,35,19,1.0
1179,6.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,1.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,5.0,84,9,2,74,14,3.0
1180,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,32,9,2,21,13,3.0
1181,3.0,8.0,8.0,6.0,6.0,8.0,6.0,2.0,1.0,8.0,4.0,8.0,3.0,6.0,8.0,8.0,8.0,8.0,4.0,23,6,1,93,4,5.0
1182,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,1.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,1.0,30,11,2,52,15,5.0
1183,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0,63,13,2,31,16,2.0
1184,,,,,,,,,,,,,,,,,,,1.0,39,9,2,14,7,2.0
1185,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,5.0,6.0,6.0,8.0,8.0,8.0,6.0,57,10,2,32,9,2.0
1187,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,8.0,8.0,4.0,53,10,2,59,9,2.0
1188,8.0,1.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,4.0,5.0,7.0,8.0,7.0,7.0,2.0,42,9,1,58,19,3.0
1189,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,48,9,2,14,15,3.0
1190,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,6.0,8.0,8.0,4.0,8.0,4.0,28,12,1,32,13,3.0
1191,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,34,10,1,57,7,2.0
1192,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,6.0,45,11,2,59,6,1.0
1193,2.0,3.0,8.0,5.0,8.0,8.0,8.0,3.0,1.0,8.0,8.0,5.0,3.0,5.0,4.0,8.0,3.0,8.0,4.0,33,6,2,23,1,2.0
1194,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,75,10,1,59,4,1.0
1195,5.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,7.0,4.0,6.0,7.0,8.0,8.0,8.0,1.0,45,6,1,57,10,3.0
1196,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,2.0,52,9,2,92,13,
1197,2.0,4.0,8.0,3.0,8.0,2.0,4.0,5.0,1.0,8.0,8.0,8.0,3.0,6.0,6.0,3.0,1.0,8.0,2.0,20,8,1,52,15,5.0
1198,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,4.0,68,10,2,59,16,4.0
1199,,8.0,,7.0,8.0,7.0,,8.0,7.0,8.0,1.0,8.0,5.0,6.0,,8.0,7.0,,6.0,52,9,2,12,9,4.0
1200,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,59,9,1,14,7,5.0
1201,,8.0,8.0,8.0,7.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,4.0,45,9,2,31,16,3.0
1202,3.0,3.0,8.0,4.0,8.0,4.0,8.0,2.0,1.0,8.0,5.0,4.0,4.0,4.0,4.0,8.0,3.0,8.0,4.0,41,9,2,92,7,4.0
1203,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,42,11,1,42,14,2.0
1204,7.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,1.0,5.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,71,9,1,16,6,2.0
1206,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,79,8,2,12,16,3.0
1207,4.0,6.0,6.0,4.0,7.0,2.0,7.0,1.0,1.0,6.0,1.0,4.0,4.0,7.0,6.0,8.0,4.0,6.0,3.0,32,14,2,84,15,5.0
1208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,38,7,1,93,3,1.0
1209,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,69,7,2,59,14,1.0
1210,6.0,8.0,8.0,8.0,6.0,8.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,55,9,2,23,2,3.0
1211,5.0,8.0,7.0,8.0,8.0,8.0,6.0,4.0,3.0,8.0,6.0,7.0,4.0,6.0,5.0,8.0,6.0,7.0,6.0,73,13,2,35,17,3.0
1212,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,76,8,1,31,12,1.0
1213,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,4.0,61,13,2,86,17,2.0
1214,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,6.0,7.0,,8.0,8.0,4.0,38,12,2,52,16,2.0
1215,6.0,8.0,7.0,6.0,8.0,6.0,7.0,6.0,5.0,7.0,5.0,8.0,7.0,6.0,6.0,8.0,7.0,7.0,3.0,74,9,1,22,17,5.0
1216,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,40,9,1,33,14,2.0
1217,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,66,10,1,34,13,1.0
1218,6.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,49,12,2,33,17,4.0
1219,4.0,8.0,4.0,6.0,6.0,7.0,7.0,3.0,3.0,8.0,8.0,4.0,5.0,5.0,8.0,8.0,4.0,4.0,3.0,40,9,1,74,10,4.0
1220,8.0,8.0,8.0,8.0,8.0,1.0,8.0,3.0,8.0,1.0,1.0,3.0,3.0,1.0,5.0,8.0,8.0,8.0,2.0,21,9,1,54,16,5.0
1221,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,27,9,1,95,5,
1222,4.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,7.0,8.0,,8.0,6.0,8.0,8.0,4.0,8.0,8.0,,32,10,2,95,11,2.0
1223,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,6.0,7.0,5.0,6.0,5.0,8.0,8.0,8.0,5.0,52,14,1,32,19,3.0
1224,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,40,9,1,23,1,2.0
1225,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,6.0,52,12,1,74,15,2.0
1226,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,72,12,2,74,12,2.0
1227,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,3.0,64,12,2,59,16,3.0
1228,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,56,8,2,88,10,3.0
1229,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,8.0,8.0,8.0,8.0,6.0,26,10,1,63,10,5.0
1230,8.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,8.0,3.0,36,10,1,61,13,2.0
1231,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0,7.0,6.0,8.0,8.0,8.0,5.0,54,10,2,74,13,2.0
1232,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,5.0,51,9,2,13,15,2.0
1233,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,5.0,6.0,8.0,8.0,8.0,4.0,79,12,2,86,17,2.0
1234,5.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,41,14,1,93,19,3.0
1235,5.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0,3.0,52,9,2,14,14,3.0
1236,3.0,7.0,3.0,4.0,3.0,6.0,6.0,3.0,4.0,3.0,8.0,1.0,2.0,4.0,5.0,4.0,6.0,3.0,4.0,25,9,1,86,4,3.0
1237,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,2.0,66,7,2,74,11,2.0
1238,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,48,9,2,92,11,5.0
1240,3.0,6.0,7.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,7.0,8.0,4.0,4.0,5.0,8.0,4.0,7.0,3.0,21,11,2,54,9,5.0
1241,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,29,10,2,86,16,3.0
1243,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,3.0,7.0,1.0,2.0,8.0,8.0,8.0,4.0,80,4,1,93,9,2.0
1245,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,2.0,22,11,1,32,16,3.0
1246,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,68,9,1,43,1,2.0
1247,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,7.0,7.0,8.0,8.0,8.0,4.0,50,10,1,93,12,1.0
1248,4.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,1.0,8.0,8.0,8.0,4.0,5.0,7.0,8.0,4.0,1.0,4.0,57,13,2,54,16,5.0
1249,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,61,11,2,56,9,3.0
1250,8.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,1.0,6.0,4.0,6.0,4.0,4.0,8.0,8.0,5.0,8.0,5.0,66,10,1,93,13,5.0
1251,8.0,8.0,8.0,8.0,1.0,1.0,8.0,1.0,8.0,1.0,1.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,1.0,49,10,1,93,2,5.0
1252,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,47,5,2,72,7,5.0
1253,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,75,9,2,72,19,2.0
1254,2.0,8.0,8.0,3.0,7.0,1.0,8.0,4.0,1.0,7.0,8.0,5.0,3.0,5.0,8.0,8.0,8.0,8.0,4.0,34,11,2,34,15,5.0
1255,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,4.0,72,9,2,92,12,5.0
1256,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,1.0,6.0,8.0,8.0,8.0,5.0,34,11,1,74,15,3.0
1257,6.0,5.0,6.0,8.0,7.0,6.0,8.0,1.0,5.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,4.0,57,9,1,33,11,3.0
1258,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,4.0,5.0,4.0,6.0,8.0,8.0,8.0,5.0,30,12,1,84,17,2.0
1259,4.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,8.0,4.0,5.0,6.0,8.0,8.0,6.0,4.0,59,11,2,93,16,4.0
1260,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,4.0,2.0,8.0,8.0,8.0,8.0,3.0,58,12,2,71,10,2.0
1261,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,50,13,2,74,18,1.0
1262,8.0,8.0,8.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0,2.0,3.0,8.0,8.0,8.0,8.0,4.0,21,10,1,41,12,5.0
1263,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,70,11,2,93,11,2.0
1264,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,8.0,1.0,7.0,4.0,6.0,4.0,7.0,4.0,6.0,6.0,58,11,1,33,10,2.0
1265,8.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,7.0,8.0,7.0,6.0,4.0,69,12,1,74,10,1.0
1266,,,,,,,,,,,,,,,,,,,2.0,46,9,2,56,12,2.0
1267,1.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,6.0,20,9,2,59,7,3.0
1268,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,23,9,2,74,8,1.0
1269,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,4.0,30,12,2,86,8,3.0
1271,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,2.0,24,9,1,73,8,2.0
1272,5.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,8.0,1.0,6.0,6.0,7.0,8.0,,8.0,8.0,4.0,53,9,2,91,14,3.0
1274,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,4.0,8.0,8.0,8.0,4.0,52,6,1,35,7,3.0
1275,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,41,9,1,71,13,2.0
1276,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,56,10,2,32,13,3.0
1277,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,4.0,50,9,1,92,10,5.0
1278,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,75,9,1,23,8,1.0
1279,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,54,9,2,43,13,2.0
1280,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,74,11,2,31,4,2.0
1281,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,,34,9,2,63,13,1.0
1282,8.0,8.0,8.0,1.0,7.0,1.0,8.0,5.0,1.0,1.0,1.0,6.0,5.0,5.0,7.0,8.0,1.0,8.0,4.0,34,9,1,47,6,3.0
