WUSTLID,emote,treatd,lovec,auth,purity,attchecka,weak,unfair,betray,conform,disgust,compat,treatf,proudc,authc,nodisgust,attcheckb,hurt,justice,loyalf,roles,notnat,demfeel,repfeel,libfeel,consfeel,pid3,ideo7
999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999795,5,5,5,5,5,2,5,5,5,3,4,5,5,6,6,6,5,4,3,5,4,5,5,5,5,5,NA,6
999796,3,2,2,2,3,3,2,2,2,3,3,5,4,6,6,1,6,6,1,6,1,1,10,10,10,10,3,5
999797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999798,5,5,5,5,4,3,5,4,5,4,5,6,6,3,6,6,6,6,6,1,5,6,8,10,8,5,1,6
999799,5,5,5,4,4,1,5,5,3,3,1,5,4,3,2,2,4,6,3,4,3,3,5,5,5,5,1,2
999800,3,3,3,5,5,3,5,5,5,5,4,5,6,6,6,5,5,1,4,4,6,6,4,7,3,7,2,6
999801,5,5,5,4,5,1,4,5,3,2,5,4,5,5,5,5,6,6,6,4,4,5,5,6,4,6,3,5
999802,2,2,NA,5,5,1,3,5,5,2,4,6,6,6,6,6,6,6,6,6,6,3,5,5,3,5,3,5
999803,3,3,2,2,3,4,2,2,4,3,3,6,6,5,5,5,6,6,6,6,6,6,10,10,10,10,3,4
999804,5,5,5,5,5,1,5,5,5,1,3,6,6,6,6,6,6,6,6,2,3,1,5,5,5,5,1,4
999805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999806,4,4,4,4,4,1,4,4,4,2,3,6,6,4,6,2,6,6,6,5,2,3,5,5,5,5,2,5
999807,5,5,2,2,2,2,5,4,2,2,2,6,6,6,3,2,6,6,6,2,1,3,10,0,10,0,1,1
999809,4,5,4,5,5,2,4,5,5,4,5,5,5,6,6,5,6,5,6,5,2,2,3,8,5,8,2,5
999810,5,5,5,5,5,5,5,5,5,4,5,6,6,6,6,6,6,6,6,6,6,6,5,2,5,5,1,NA
999811,3,4,3,5,5,1,5,5,4,4,5,5,6,5,6,6,6,6,6,5,5,6,6,4,3,7,3,4
999812,5,3,2,4,5,1,4,5,4,2,3,4,3,5,2,5,6,4,4,5,4,6,4,6,3,6,3,5
999813,5,5,5,5,5,4,5,5,5,4,5,5,6,5,6,6,6,6,5,4,5,4,9,5,5,8,1,NA
999814,5,5,4,3,3,1,5,5,3,3,3,1,1,5,6,6,6,6,6,4,5,6,10,2,9,2,1,3
999815,2,5,2,3,5,1,4,3,1,4,4,2,5,6,6,4,6,1,4,5,5,5,1,7,1,9,2,7
999816,4,4,4,4,5,1,4,4,4,4,4,5,5,5,6,6,6,3,6,5,5,6,4,7,4,10,2,6
999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999820,4,4,4,2,5,1,3,3,4,3,4,6,3,6,2,4,6,5,4,3,6,6,3,10,4,10,2,6
999821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999822,4,3,4,4,5,4,4,4,4,4,4,3,2,5,5,5,6,3,5,4,5,5,2,7,1,8,2,6
999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999824,2,3,5,3,3,3,3,3,3,3,3,2,1,5,6,6,6,6,3,4,3,1,4,2,5,5,3,4
999825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999826,4,4,4,3,5,1,5,5,5,3,4,4,3,6,5,4,6,4,4,4,6,6,0,8,0,NA,2,7
999827,5,5,3,4,5,4,5,4,5,5,5,6,6,5,5,5,6,6,6,3,6,3,10,0,10,0,3,4
999828,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,6,5,5,5,4,4,10,3,10,4,1,2
999829,5,5,5,5,4,3,3,4,4,2,2,1,1,3,6,6,6,5,6,4,5,2,9,3,7,3,1,NA
999830,3,4,3,4,4,2,3,4,4,3,3,5,5,4,5,3,5,6,5,4,3,3,10,4,10,8,1,2
999831,5,5,3,3,5,1,5,5,3,1,5,6,5,5,5,6,6,6,2,3,4,2,9,3,9,1,1,2
999832,4,4,1,3,5,1,4,4,2,4,4,6,6,6,6,6,6,6,5,6,5,3,9,0,9,2,1,1
999833,1,4,2,1,5,1,1,4,1,3,1,3,4,6,5,5,6,6,5,2,4,3,8,4,8,3,1,3
999834,4,5,2,2,3,1,4,4,2,3,3,4,2,6,5,4,6,6,4,3,1,3,6,4,5,3,3,3
999836,3,4,2,5,5,2,3,4,4,2,4,4,6,6,6,6,6,6,6,6,6,6,5,5,5,6,1,6
999837,4,4,3,4,4,1,4,4,3,3,3,5,5,4,6,4,6,5,5,4,4,2,10,1,9,4,1,3
999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999839,4,4,5,5,5,1,4,5,5,4,5,4,6,6,6,6,6,6,5,4,4,5,0,6,0,8,2,5
999840,4,4,2,3,4,2,4,4,4,2,3,5,5,5,6,2,5,6,2,2,1,3,5,5,5,5,3,NA
999841,4,4,4,5,5,1,4,4,4,4,4,5,4,6,6,5,6,2,5,4,6,6,5,5,5,5,2,7
999842,3,3,3,4,4,1,3,4,4,4,5,5,6,6,6,6,6,6,5,3,5,6,6,8,2,8,3,6
999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999844,5,5,5,4,4,1,4,5,5,3,4,4,3,6,5,5,6,1,4,5,5,3,NA,NA,0,0,NA,NA
999845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999846,4,4,2,3,4,1,3,4,2,1,4,4,5,4,4,4,5,6,5,4,4,4,6,0,10,1,3,2
1000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000105,3,5,4,4,5,1,4,5,3,4,5,2,5,5,6,5,6,2,4,4,5,6,8,2,7,0,3,4
1000106,3,4,5,5,4,2,4,5,4,4,5,6,6,5,6,6,6,6,5,6,3,5,7,4,10,7,NA,2
1000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000108,5,4,3,4,3,1,5,4,4,1,2,5,6,5,6,5,6,6,5,3,2,4,7,5,8,5,1,3
1000110,4,5,4,4,5,4,5,5,4,3,5,5,5,5,6,6,2,2,3,2,2,1,4,8,2,9,2,6
1000111,3,2,3,3,3,2,3,2,4,3,2,NA,2,3,2,3,3,3,3,3,3,3,2,5,3,8,1,3
1000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000114,5,5,2,2,4,1,4,5,4,4,1,4,4,5,2,1,6,6,6,5,1,1,10,5,7,8,3,3
1000115,3,3,3,NA,NA,NA,3,3,3,3,3,3,4,6,5,4,5,4,5,5,5,5,5,5,5,5,3,NA
1000116,5,5,4,4,4,1,5,5,4,2,3,5,6,5,6,4,6,6,6,5,4,5,2,2,NA,2,3,4
1000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000118,4,4,4,4,4,4,4,4,4,4,4,6,6,5,6,6,6,6,6,3,6,3,10,5,5,5,1,2
1000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000120,5,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,6,6,6,5,5,5,6,6,7,6,3,4
1000121,4,4,3,4,3,2,4,4,3,3,4,5,5,5,4,4,6,4,4,4,4,3,8,9,10,9,1,1
1000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000125,1,4,1,5,5,1,3,5,4,4,2,4,2,5,6,2,6,4,5,5,6,6,3,7,0,8,2,7
1000126,5,5,5,2,5,4,5,5,5,2,5,6,6,5,5,4,6,6,6,6,4,4,9,0,9,2,1,2
1000127,5,5,5,5,5,1,5,5,4,3,3,4,5,6,6,2,6,2,6,2,3,4,5,5,5,5,2,6
1000128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000130,2,3,5,5,5,2,5,4,5,4,5,6,6,6,6,6,6,6,4,3,3,6,3,10,3,10,2,6
1000270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000277,4,4,2,5,3,1,5,5,2,2,2,5,3,6,6,3,6,3,4,3,3,4,6,4,6,4,3,4
1000278,2,2,2,4,4,2,3,4,3,3,3,2,2,5,6,4,4,3,5,3,3,4,5,9,4,9,2,6
1000279,5,5,2,4,5,1,5,5,1,1,4,5,4,4,5,4,5,4,4,4,3,2,8,3,8,2,1,2
1000280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000281,1,1,1,2,2,1,1,1,1,4,4,3,6,6,6,4,6,4,1,5,6,5,0,5,0,10,2,7
1000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000283,5,5,3,3,3,1,5,5,4,3,3,6,6,4,4,3,6,6,6,4,1,1,4,0,5,1,3,4
1000284,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,6,NA,NA
1000285,4,4,4,4,4,4,4,4,4,4,4,6,6,5,4,6,6,6,5,4,5,6,5,5,5,5,NA,NA
1000287,4,4,4,4,5,1,5,3,4,2,4,6,5,5,6,6,6,6,6,2,5,6,6,4,4,7,1,4
1000288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000289,2,4,3,4,4,1,2,3,3,2,3,3,3,5,6,5,4,4,3,3,4,5,2,8,5,7,2,6
1000290,3,4,3,3,2,1,3,3,3,2,2,5,6,1,3,1,4,4,3,3,1,3,5,5,5,5,3,NA
1000291,5,5,5,4,5,1,4,5,5,3,5,6,6,5,6,6,6,6,5,5,5,6,9,2,6,4,3,4
1000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000293,5,5,3,5,5,1,5,5,4,4,5,5,6,6,6,5,6,5,6,6,6,6,3,3,5,5,NA,4
1000294,4,5,5,5,5,3,5,5,5,4,5,4,6,6,6,3,6,5,6,NA,6,5,10,3,10,4,NA,3
1000295,3,3,5,4,4,3,4,4,1,4,5,1,1,6,6,6,6,6,4,3,6,6,0,7,0,10,NA,7
1000296,4,4,5,5,5,4,4,5,5,5,5,4,5,6,6,6,6,6,6,5,2,2,5,5,2,5,2,6
1000297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000659,3,4,3,3,5,1,3,4,3,3,5,4,3,4,4,5,5,5,5,4,4,4,7,4,6,6,3,3
1000660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000661,2,4,3,2,3,1,3,2,2,3,2,4,2,6,5,2,5,5,3,4,5,3,3,8,2,9,2,7
1000662,3,5,2,5,5,1,5,5,2,1,2,6,3,1,6,3,5,5,2,1,3,1,5,5,7,8,3,2
1000663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000665,5,5,5,4,4,3,5,5,5,5,2,5,6,6,6,4,6,6,5,6,1,4,5,5,5,5,1,7
1000666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000669,3,5,4,2,3,2,4,5,5,2,4,6,5,5,3,6,6,6,5,3,2,2,9,1,9,1,1,2
1000670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000672,1,5,5,5,5,2,2,5,5,4,5,3,6,6,6,4,6,2,6,5,5,5,0,8,0,9,2,7
1000673,5,5,NA,5,5,5,5,5,5,4,5,5,5,5,4,4,6,5,5,4,5,4,9,3,5,5,1,4
1000674,1,1,1,1,5,1,1,4,4,3,4,5,5,4,6,NA,6,1,5,5,5,5,4,6,NA,NA,2,7
1000676,5,5,5,5,5,2,5,5,5,5,3,5,6,6,6,4,6,3,6,6,1,3,5,5,5,5,1,3
1000677,4,4,3,3,4,1,5,5,5,4,4,5,6,6,6,6,5,5,6,4,3,5,10,5,5,9,1,2
1000680,5,5,5,5,5,1,3,4,5,5,3,6,6,6,6,4,6,6,5,4,2,6,5,5,7,10,1,4
1000682,4,5,5,4,5,2,4,4,4,2,3,4,5,5,4,4,6,3,5,3,4,3,2,7,2,7,2,6
1000683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000685,1,4,4,5,5,4,4,4,4,3,5,5,6,5,5,3,6,6,5,2,2,2,9,0,9,3,1,2
1000686,4,4,3,2,2,2,4,5,2,1,3,5,5,5,4,2,6,6,5,2,5,1,8,4,7,4,3,2
1000688,3,5,4,4,5,1,3,5,4,3,4,2,1,3,6,4,6,5,5,3,4,4,2,5,0,5,3,4
1000689,5,5,5,5,5,4,5,5,5,4,4,5,5,3,6,6,NA,NA,NA,4,5,5,5,5,5,5,1,4
1000690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000691,3,3,3,4,4,1,3,4,3,2,2,5,5,5,6,3,1,6,5,5,5,3,9,1,9,2,3,2
1000694,3,3,4,3,2,3,4,3,3,2,3,1,3,6,6,4,3,4,4,2,6,5,10,0,10,0,1,1
1000696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000703,3,4,2,5,4,2,3,4,2,3,2,4,2,6,6,6,6,6,6,2,5,3,2,7,1,6,2,5
1000704,2,4,3,4,5,1,2,4,4,3,2,6,5,6,6,6,6,6,6,5,5,5,2,10,2,9,2,6
1000705,4,4,5,5,5,4,4,5,5,5,5,3,3,5,6,6,6,6,6,5,6,6,2,7,2,7,2,6
1000706,4,4,3,2,2,3,5,4,2,2,1,6,4,5,4,2,6,2,3,4,3,2,8,8,8,7,1,2
1000707,2,2,2,2,5,1,2,2,2,2,2,5,3,3,6,6,6,5,4,1,4,3,1,7,1,7,2,7
1000708,5,5,3,3,5,1,5,5,5,4,5,5,6,6,6,5,6,6,5,2,2,3,8,1,6,2,1,2
1000709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000710,1,1,4,2,4,1,2,4,3,4,4,4,4,6,6,6,6,2,5,4,6,6,5,7,1,10,3,7
1000711,4,4,4,4,3,1,3,3,3,3,4,5,6,5,6,5,6,6,6,5,5,5,9,0,4,5,1,4
1000712,2,3,2,4,3,3,4,5,4,3,2,4,4,6,5,3,6,5,4,4,4,4,7,5,6,7,3,4
1000713,1,5,1,1,5,1,1,5,1,1,1,5,5,2,6,6,6,5,5,3,2,2,10,4,7,5,1,2
1000714,2,2,4,3,5,1,4,5,3,2,5,3,3,5,5,4,6,5,5,5,3,4,4,6,3,6,3,5
1000715,5,5,4,3,5,3,5,5,4,2,5,5,6,5,5,5,6,4,5,4,2,3,9,1,9,2,1,2
1000716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000717,5,5,3,3,4,2,3,5,5,5,4,6,6,1,3,6,6,5,4,5,4,6,6,2,6,4,1,3
1000718,2,4,2,3,4,1,4,4,3,4,2,4,4,4,4,3,6,4,5,3,2,1,8,8,9,7,1,3
1000719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000720,4,4,1,4,3,1,4,4,2,3,2,5,4,4,5,3,6,4,2,1,5,1,7,5,7,3,1,3
1000721,3,3,2,3,5,1,2,5,3,1,3,5,5,6,5,3,5,1,4,2,1,2,10,4,8,4,1,2
1000722,4,5,4,5,5,4,3,4,5,4,4,1,5,5,NA,NA,6,6,NA,6,6,6,3,3,NA,NA,1,2
1000723,3,5,5,1,3,NA,3,4,5,2,5,6,3,6,5,1,6,6,6,6,1,6,0,10,0,10,2,7
1000724,3,3,3,3,4,2,4,4,4,3,3,3,4,3,5,4,5,4,4,5,2,3,5,5,5,5,2,4
1000725,4,4,4,5,5,2,4,5,4,2,4,4,6,6,6,3,6,3,5,4,4,3,5,5,5,4,3,3
1000726,4,4,3,4,5,1,4,4,3,3,1,4,3,5,5,3,5,3,5,5,4,2,5,5,5,8,2,5
1000727,3,2,3,5,4,2,4,4,4,3,3,4,3,5,5,5,6,6,6,6,6,4,1,9,1,9,2,6
1000728,3,5,1,2,4,1,5,5,3,2,3,4,3,5,4,1,6,1,6,1,2,1,5,2,5,3,3,4
1000729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000731,4,3,5,5,5,1,4,4,4,2,3,6,6,6,6,6,6,5,5,6,6,6,0,10,0,10,2,6
1000732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000734,3,4,5,4,4,1,5,5,5,3,1,4,6,5,6,4,6,6,6,5,1,4,10,2,10,5,3,3
1000947,1,1,1,2,2,1,2,2,2,2,2,6,4,6,6,6,6,6,6,6,6,6,5,5,5,5,3,4
1000949,1,1,1,2,1,2,5,5,5,5,5,1,3,2,2,2,6,6,6,6,6,6,0,0,5,5,1,5
1000950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000951,4,5,5,5,5,5,5,5,5,5,5,6,6,3,6,4,6,6,6,6,6,6,5,5,5,5,3,4
1000952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000954,3,5,4,5,5,1,4,5,1,4,5,5,6,6,6,6,6,6,6,3,4,4,10,1,7,1,1,2
1000955,5,5,5,5,5,2,5,5,5,5,5,6,6,4,6,4,6,6,6,6,4,3,5,5,5,5,1,2
1000956,5,5,5,5,5,1,5,5,5,4,5,6,6,6,6,6,6,6,6,6,1,5,0,10,2,10,2,6
1000957,1,3,1,2,5,1,4,3,1,2,3,5,4,5,5,4,6,3,5,2,2,2,2,7,3,8,2,6
1000960,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,NA
1000961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,10,10,10,10,NA,NA
1000962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000965,2,2,5,4,4,1,4,4,4,5,5,4,5,6,6,5,6,6,6,4,5,5,5,8,2,6,2,5
1000968,3,4,4,4,4,2,3,4,2,3,3,3,5,5,4,4,6,2,4,4,4,4,4,5,4,5,3,5
1000970,5,5,4,4,5,1,5,5,5,4,3,5,6,6,6,4,6,6,5,6,3,2,10,0,7,6,1,6
1000972,4,4,4,4,3,1,5,5,4,4,4,6,6,5,5,5,6,6,6,5,5,5,9,0,9,0,1,2
1000973,3,3,4,3,2,1,3,5,1,1,1,6,6,5,5,2,6,5,5,3,5,2,5,5,5,5,3,4
1000974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000979,3,3,3,3,3,3,3,3,3,3,3,4,5,5,6,6,5,6,5,3,4,4,5,5,5,5,2,4
1000980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000982,4,4,4,4,4,1,4,5,3,4,3,5,6,5,6,5,6,5,5,3,5,4,9,3,6,3,1,4
1001069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001070,3,3,3,3,3,1,4,4,5,4,5,5,6,5,6,6,6,6,6,4,5,4,9,9,10,10,1,3
1001071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001073,3,3,3,3,3,3,4,5,4,4,4,4,4,6,6,6,4,6,4,6,6,6,1,0,2,4,3,NA
1001078,5,5,3,3,2,3,4,5,3,1,1,5,5,5,4,4,6,6,5,4,5,3,9,0,9,0,1,1
1001082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001083,4,5,1,5,5,1,4,5,4,5,4,4,5,6,6,4,6,6,5,3,2,3,5,7,5,6,3,6
1001084,3,5,5,5,4,1,5,5,5,4,5,4,6,6,6,5,5,4,5,4,5,5,5,8,5,8,2,6
1001085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001087,3,4,3,4,4,3,4,5,5,4,4,4,5,5,5,5,5,6,5,5,5,5,9,1,8,8,3,NA
1001088,3,2,3,3,3,3,3,3,3,4,4,5,5,6,6,6,1,5,5,6,6,5,5,5,5,5,3,NA
1001089,4,5,2,3,1,1,5,5,3,2,4,6,5,5,6,5,6,5,6,5,4,4,7,0,8,0,3,3
1001090,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5
1001091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001092,2,5,1,4,3,3,2,5,4,5,4,1,5,4,6,3,3,6,5,3,1,2,3,4,5,5,3,5
1001093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001094,3,3,5,4,3,4,5,5,5,2,5,6,6,2,5,2,6,6,5,5,4,5,10,0,10,NA,1,1
1001095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001096,4,4,4,5,5,1,5,4,5,3,5,4,4,6,6,6,6,6,2,1,5,6,0,10,0,10,2,7
1001097,4,5,3,5,5,1,5,5,5,2,5,6,6,6,6,4,6,6,5,2,1,1,10,0,8,0,1,2
1001098,3,5,4,3,5,3,4,5,2,4,4,2,5,6,5,5,6,3,5,5,5,5,2,7,0,9,2,6
1001099,4,4,1,2,2,1,5,4,3,1,2,5,6,4,4,2,6,6,6,3,3,2,8,0,10,0,1,2
1001100,4,5,4,5,4,1,2,5,5,5,4,4,5,6,6,6,6,5,5,2,5,5,4,9,3,8,2,6
1001101,3,4,5,3,5,2,4,5,5,1,4,5,6,6,6,5,6,6,5,4,3,6,0,7,1,8,3,6
1001102,4,4,3,3,3,1,4,4,3,2,4,5,2,6,6,6,6,6,6,4,5,5,0,9,0,10,3,7
1001103,5,5,5,5,3,1,5,5,3,4,3,6,6,6,6,5,6,6,5,5,4,4,10,1,10,0,1,3
1001104,3,5,4,4,4,2,1,4,4,3,4,5,5,5,6,5,5,6,5,3,2,4,5,8,7,7,3,4
1001105,1,1,1,5,5,1,5,5,5,4,4,5,5,5,6,4,6,6,5,5,6,6,1,8,2,8,2,6
1001106,5,5,5,3,3,1,4,4,4,2,2,4,6,4,4,3,6,5,6,3,3,3,5,5,5,5,3,3
1001107,1,5,1,1,5,1,2,5,2,5,1,5,6,6,6,3,6,2,6,5,1,3,8,10,8,10,3,4
1001108,5,4,3,5,5,1,5,5,4,3,2,4,6,6,3,3,6,5,6,5,6,5,10,0,4,0,1,1
1001109,2,5,5,5,5,3,5,4,5,2,5,6,6,5,5,6,5,6,6,6,4,6,0,8,0,8,3,5
1001110,3,3,4,3,5,1,5,4,2,2,5,5,5,5,5,6,6,5,4,4,5,6,3,7,2,6,2,5
1001111,5,5,4,4,4,1,5,5,4,2,4,1,1,4,6,6,6,6,6,6,5,3,5,5,5,6,3,4
1001112,3,3,3,4,4,2,5,5,5,4,4,4,4,6,5,3,5,6,6,6,6,6,5,5,5,5,3,4
1001113,4,5,1,2,2,1,5,5,2,2,2,5,5,2,4,2,6,6,6,1,2,1,8,0,10,0,3,1
1001114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001115,4,5,3,5,NA,1,4,5,4,4,4,5,5,4,5,4,6,4,4,5,4,4,5,3,3,4,1,4
1001116,5,5,3,3,4,1,5,5,5,2,3,5,5,3,5,3,6,6,4,3,3,1,8,0,7,0,1,3
1001117,4,4,4,5,5,5,4,4,4,4,4,5,5,1,4,4,5,5,5,5,5,5,5,5,5,5,1,6
1001118,4,4,2,2,3,1,3,5,3,2,4,5,4,2,4,2,5,4,2,2,2,2,9,3,10,3,1,2
1001119,5,4,5,3,3,2,5,5,3,1,2,6,6,4,4,1,6,6,6,5,1,1,5,4,5,4,3,2
1001120,3,3,3,3,3,3,3,3,3,3,3,4,4,6,6,6,6,6,6,6,6,6,5,5,5,5,3,NA
1001121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001122,3,3,3,3,3,3,3,3,3,3,3,5,6,6,6,6,4,5,5,5,1,3,5,5,5,5,1,4
1001123,3,3,5,5,5,1,4,5,5,4,5,4,6,6,6,6,6,6,6,2,3,4,2,7,3,7,3,6
1001124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001125,5,5,5,5,5,5,5,5,5,3,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,1,4
1001126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001127,3,3,4,4,5,1,5,4,5,4,5,5,6,6,6,2,6,6,4,4,5,5,5,1,5,1,2,4
1001128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001130,3,3,3,2,3,2,4,4,4,3,3,6,5,6,6,4,6,6,5,1,4,3,2,6,6,5,2,6
1001131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001132,2,3,4,4,4,2,4,3,4,3,3,5,2,5,5,5,6,5,5,3,5,5,4,6,4,6,3,4
1001133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001134,3,4,4,3,3,2,3,3,3,3,3,4,5,4,4,4,4,4,4,4,3,4,8,2,8,2,1,2
1001135,5,5,5,5,5,3,5,5,5,5,5,6,6,6,6,6,6,6,6,5,6,6,4,10,8,4,2,4
1001435,4,3,4,4,4,5,3,4,3,3,4,4,3,6,6,5,5,4,5,3,3,4,5,8,4,7,2,6
1001436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001437,5,5,5,5,5,3,5,5,5,3,3,6,6,1,5,3,6,6,6,6,6,3,10,0,5,5,1,1
1001438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001440,2,5,4,4,4,2,4,5,3,3,2,5,5,4,4,3,1,3,4,4,5,5,9,4,7,4,1,2
1001441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001442,5,5,4,5,5,1,4,5,3,5,2,5,5,6,6,2,6,6,5,4,2,2,4,5,5,6,2,4
1001443,4,4,5,4,5,3,5,5,5,4,4,6,6,5,6,6,6,6,6,5,4,5,6,5,6,4,1,3
1001444,2,5,5,5,5,2,2,5,5,5,5,5,5,6,5,6,6,6,6,5,5,5,10,6,8,9,1,3
1001445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001446,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,3,2,3,1,2,1,5,5,5,NA,1,1
1001447,4,5,3,4,4,2,5,5,3,2,3,6,6,1,6,2,6,6,6,4,4,4,8,2,7,3,NA,4
1001448,5,5,5,5,5,4,5,5,5,5,5,6,3,6,6,6,6,4,6,3,6,6,5,10,0,10,2,7
1001449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001451,3,5,5,5,5,1,4,5,5,1,5,6,6,6,5,6,6,4,4,5,6,3,10,10,10,10,1,1
1001452,5,5,5,1,1,1,5,5,5,5,5,5,4,6,6,6,6,6,6,6,5,5,10,5,10,0,1,NA
1001454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001455,5,4,4,3,3,1,5,5,3,2,4,6,6,2,2,5,6,6,5,4,5,5,7,1,5,3,1,4
1001456,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,6,6,6,6,4,5,5,5,5,5,5,3,6
1001457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001458,5,5,5,5,5,4,5,5,5,5,5,6,6,6,6,6,6,6,5,5,6,5,4,4,4,6,3,7
